% continuousInputs: false
% addNoisyOutputs: true
% numNoisyOutputColumns: 3
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE noise1 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE noise2 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE noise3 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
a, c, d, n16, n14, n14, f, h, m
a, d, a, n7, n14, n2, l, j, q
b, a, c, n6, n10, n3, q, h, r
c, c, b, n13, n16, n6, l, q, h
a, c, d, n9, n7, n2, l, f, p
b, b, c, n6, n4, n1, r, l, i
d, d, d, n7, n5, n3, g, g, m
a, a, a, n6, n2, n11, e, u, j
a, c, c, n13, n4, n2, q, h, r
a, d, a, n13, n16, n7, j, e, j
a, a, a, n2, n2, n9, e, u, i
b, a, a, n7, n6, n11, u, k, o
a, b, d, n13, n12, n3, l, f, p
b, a, c, n6, n3, n11, q, g, r
a, c, d, n1, n9, n10, f, h, l
a, a, a, n2, n2, n9, m, q, h
c, b, b, n2, n6, n14, r, m, i
b, b, a, n16, n15, n10, l, q, m
c, a, b, n9, n14, n16, l, j, q
d, b, c, n9, n16, n2, l, q, m
a, d, a, n11, n3, n7, l, j, q
a, c, c, n9, n13, n12, m, t, h
b, b, b, n9, n6, n11, l, f, o
a, c, d, n8, n11, n15, k, f, p
d, b, c, n8, n12, n1, l, p, h
c, d, d, n11, n14, n2, u, l, r
a, d, d, n9, n8, n3, j, u, j
c, a, b, n15, n13, n14, l, j, p
d, d, a, n4, n11, n3, m, t, h
c, b, b, n3, n13, n14, l, j, q
c, b, c, n12, n16, n6, s, l, i
c, b, c, n14, n15, n9, i, e, j
b, c, a, n6, n5, n6, l, q, m
b, c, a, n15, n9, n1, l, q, m
b, a, c, n1, n9, n8, q, h, r
b, c, a, n14, n1, n1, l, q, m
b, b, a, n11, n12, n10, e, l, l
b, b, c, n3, n6, n13, r, l, i
c, a, d, n14, n4, n14, e, l, q
b, d, a, n9, n6, n10, u, j, o
a, a, a, n9, n7, n11, e, u, i
c, b, d, n9, n14, n9, j, e, j
b, a, a, n10, n15, n14, e, l, l
c, a, b, n14, n4, n16, k, m, m
b, b, a, n11, n2, n16, j, e, j
d, b, c, n7, n8, n2, l, q, l
c, b, c, n4, n2, n13, r, l, i
b, a, c, n13, n2, n11, q, h, r
a, d, c, n8, n15, n10, l, j, q
c, b, c, n6, n3, n7, l, j, q
d, d, a, n2, n9, n7, g, g, o
a, d, a, n3, n15, n8, k, j, q
d, d, a, n1, n1, n5, l, j, q
a, c, d, n2, n3, n9, f, h, m
d, d, a, n8, n2, n11, o, t, h
d, b, c, n12, n13, n9, g, s, t
b, b, a, n13, n9, n1, j, e, j
b, d, a, n14, n13, n15, l, p, m
c, b, c, n8, n2, n6, l, j, q
a, d, a, n2, n3, n14, l, q, h
c, d, d, n12, n14, n15, u, l, q
c, d, d, n9, n12, n12, u, l, q
a, d, a, n15, n7, n13, f, l, l
b, b, d, n8, n16, n14, j, e, j
a, a, a, n9, n16, n4, f, u, i
b, b, b, n14, n16, n2, r, l, i
a, d, d, n3, n2, n12, f, h, l
b, a, a, n4, n8, n11, u, k, p
d, d, a, n4, n5, n16, q, r, e
b, c, b, n15, n6, n14, l, j, q
a, d, a, n10, n15, n8, l, j, q
d, b, c, n3, n16, n10, e, u, i
a, a, a, n4, n4, n8, l, r, h
b, b, b, n11, n12, n3, r, l, i
b, a, c, n1, n8, n15, r, h, r
b, c, a, n1, n12, n10, l, q, m
d, b, c, n7, n5, n14, l, j, q
d, d, a, n11, n14, n2, g, h, o
b, b, a, n16, n1, n7, j, e, j
c, b, d, n15, n2, n4, j, e, j
c, d, d, n12, n2, n5, e, l, r
a, a, a, n3, n13, n16, l, r, h
a, d, a, n16, n15, n4, l, q, h
a, d, c, n1, n14, n8, l, i, q
d, d, a, n13, n9, n8, l, j, q
d, d, a, n13, n7, n11, q, r, e
c, d, b, n8, n12, n13, l, j, q
b, a, c, n8, n9, n2, q, h, r
b, a, c, n16, n16, n4, q, h, r
b, b, b, n16, n14, n1, r, l, i
b, c, a, n15, n4, n14, l, q, m
a, c, d, n1, n14, n14, l, f, p
c, b, c, n12, n15, n11, e, u, i
a, b, b, n10, n7, n7, r, l, i
b, a, a, n8, n8, n1, e, u, i
b, a, c, n5, n12, n14, p, h, r
d, d, b, n14, n9, n13, m, t, h
c, a, b, n14, n10, n16, l, j, q
b, c, b, n3, n14, n14, l, j, q
b, c, b, n14, n8, n2, l, j, q
d, b, c, n8, n4, n6, k, q, h
a, a, b, n16, n7, n16, l, q, h
a, d, a, n1, n1, n14, e, l, l
c, a, b, n8, n8, n2, l, j, q
a, c, d, n11, n3, n11, l, f, p
c, a, c, n1, n12, n9, l, j, q
a, b, b, n14, n8, n8, r, l, i
a, d, a, n1, n3, n2, g, g, o
a, c, b, n4, n9, n5, l, j, q
b, b, b, n3, n6, n2, q, l, i
d, d, a, n15, n11, n10, g, g, o
b, c, a, n1, n6, n6, l, q, m
a, a, b, n2, n14, n8, l, q, h
c, a, c, n2, n1, n1, q, h, r
d, a, a, n12, n6, n15, l, q, h
a, d, c, n16, n4, n4, l, j, q
d, d, a, n5, n10, n14, l, t, h
b, b, b, n1, n7, n12, s, l, i
b, b, a, n4, n3, n13, l, q, h
c, b, d, n8, n15, n12, l, j, q
b, a, a, n15, n16, n7, e, l, l
b, d, d, n7, n13, n8, u, l, q
a, d, c, n11, n8, n3, l, j, q
d, d, a, n14, n13, n3, m, t, h
c, b, c, n5, n6, n6, l, j, q
a, d, a, n2, n6, n13, i, e, j
a, a, a, n5, n10, n8, u, u, i
d, b, c, n6, n15, n1, g, s, u
d, d, a, n16, n10, n5, l, j, p
b, d, b, n11, n3, n6, l, j, q
c, a, b, n14, n15, n7, k, j, q
b, a, a, n7, n8, n15, u, k, o
b, c, a, n12, n3, n15, l, q, m
b, c, a, n7, n1, n6, l, q, m
c, b, c, n7, n15, n7, k, j, q
a, d, a, n10, n2, n5, e, u, i
a, d, a, n3, n9, n9, l, j, q
a, d, c, n10, n6, n5, l, j, q
a, b, c, n9, n1, n15, l, q, h
c, a, d, n5, n16, n8, u, l, q
a, d, a, n2, n3, n13, l, i, q
b, d, c, n8, n9, n14, q, i, r
d, d, a, n2, n9, n16, g, f, o
a, b, c, n15, n7, n15, g, s, u
b, a, c, n2, n6, n14, q, h, q
d, b, c, n5, n15, n11, l, q, m
a, d, c, n14, n1, n5, l, i, q
d, b, c, n1, n16, n11, l, q, m
b, c, b, n1, n12, n1, e, u, i
a, a, a, n9, n15, n10, l, q, h
b, d, c, n3, n16, n3, q, h, r
d, d, a, n6, n11, n15, g, g, o
d, d, a, n13, n16, n6, g, g, o
a, c, c, n5, n1, n8, m, t, h
a, d, a, n6, n1, n9, l, j, q
c, d, d, n4, n5, n9, u, l, q
a, d, c, n9, n7, n8, l, j, q
b, b, c, n10, n1, n9, l, j, q
a, d, a, n16, n1, n6, e, l, l
b, b, b, n11, n13, n12, r, l, i
b, a, d, n2, n1, n11, q, h, r
a, d, c, n6, n8, n1, l, j, q
b, a, b, n11, n2, n3, q, l, i
d, b, c, n1, n4, n14, l, q, m
c, a, b, n16, n7, n13, l, j, q
d, d, a, n15, n11, n2, l, q, h
c, b, c, n15, n13, n13, l, j, q
d, d, a, n4, n7, n2, g, g, o
a, d, b, n2, n14, n5, l, j, q
d, b, c, n16, n13, n8, l, q, h
a, a, a, n4, n5, n3, l, q, h
a, c, d, n7, n3, n16, f, h, m
a, d, a, n5, n8, n8, l, j, q
c, b, c, n13, n1, n11, r, l, h
c, d, d, n15, n9, n7, u, l, q
b, a, a, n7, n14, n2, u, l, o
a, a, a, n3, n2, n14, m, q, h
a, d, a, n6, n7, n14, e, l, l
b, b, b, n15, n12, n4, r, l, i
a, d, c, n10, n9, n4, k, j, q
a, d, d, n11, n8, n15, l, f, p
a, d, a, n4, n5, n8, j, e, j
a, d, a, n16, n14, n2, i, e, j
a, d, a, n10, n10, n14, j, e, j
b, c, b, n11, n4, n14, l, k, q
b, b, d, n11, n11, n2, e, l, l
d, b, b, n6, n13, n10, f, s, u
c, d, a, n11, n16, n11, l, j, q
a, c, d, n8, n6, n14, e, h, m
a, d, a, n1, n4, n5, l, j, q
d, d, c, n1, n8, n1, l, j, q
c, a, b, n11, n3, n14, l, k, q
b, b, a, n10, n9, n9, r, l, i
c, b, b, n14, n4, n3, r, k, i
b, d, c, n5, n13, n15, l, j, q
a, d, a, n1, n12, n2, l, q, h
a, c, d, n1, n15, n14, f, h, m
b, d, d, n2, n2, n14, u, l, p
b, a, c, n11, n15, n6, q, h, r
b, c, b, n9, n13, n7, l, q, h
d, b, c, n12, n16, n9, l, p, h
a, a, a, n4, n15, n13, l, q, h
a, c, d, n16, n6, n8, k, f, q
a, a, a, n14, n15, n16, l, q, h
a, d, a, n10, n1, n6, k, j, q
d, d, a, n16, n4, n13, l, j, q
b, a, a, n5, n13, n9, l, f, p
d, b, c, n3, n2, n4, g, s, u
b, a, c, n16, n2, n3, l, j, q
c, b, c, n10, n12, n10, r, l, i
c, d, d, n3, n11, n5, u, l, r
b, b, b, n3, n12, n9, r, l, i
b, c, c, n2, n11, n7, e, u, i
a, a, a, n10, n8, n14, e, u, i
d, b, c, n1, n3, n16, k, q, h
b, a, c, n2, n15, n16, q, h, r
c, a, b, n4, n14, n4, l, i, q
d, b, c, n5, n5, n1, m, q, m
a, d, d, n2, n13, n9, l, i, q
d, b, c, n6, n11, n16, l, q, h
a, b, a, n9, n11, n16, e, u, i
d, a, c, n2, n15, n10, e, u, i
a, d, a, n13, n10, n5, j, e, k
a, c, a, n12, n5, n9, l, r, m
a, a, a, n12, n6, n16, e, u, i
b, a, c, n7, n16, n1, q, h, r
a, c, c, n1, n2, n15, m, t, h
d, b, c, n13, n1, n5, g, s, u
a, a, a, n3, n1, n8, e, u, i
c, d, d, n16, n2, n16, u, l, q
a, a, a, n15, n15, n2, e, l, l
b, a, a, n11, n15, n9, e, l, l
b, b, b, n15, n8, n16, r, l, i
c, a, b, n2, n3, n4, e, l, l
d, b, d, n14, n4, n6, g, s, u
a, d, a, n15, n2, n11, e, l, l
d, c, a, n14, n5, n14, g, h, o
c, b, b, n5, n13, n9, m, q, h
d, a, b, n16, n6, n12, l, j, q
a, a, b, n11, n11, n14, e, u, i
c, a, b, n4, n6, n5, k, m, m
b, b, d, n5, n10, n11, q, m, e
b, a, c, n11, n2, n12, q, h, s
b, b, a, n2, n13, n4, j, e, j
b, a, a, n9, n16, n4, e, l, l
b, a, c, n4, n16, n3, q, h, r
a, a, a, n16, n3, n1, e, u, i
d, d, a, n14, n2, n6, l, q, h
d, d, b, n11, n16, n7, l, j, q
d, b, c, n1, n6, n4, j, e, i
b, b, a, n3, n4, n12, l, f, p
a, d, c, n7, n2, n14, k, j, q
b, c, b, n1, n5, n1, e, u, i
b, b, a, n9, n14, n7, q, m, e
a, a, a, n3, n12, n9, e, e, i
a, a, a, n13, n3, n7, e, e, i
c, a, c, n4, n1, n12, q, h, r
c, a, b, n2, n10, n16, l, j, q
a, d, a, n7, n2, n10, j, e, j
b, a, a, n7, n12, n2, u, k, o
b, c, a, n10, n5, n12, l, q, m
b, a, a, n13, n13, n12, e, l, l
d, b, c, n12, n11, n14, l, q, l
a, d, a, n6, n9, n12, l, q, h
d, d, a, n15, n10, n15, m, t, h
d, c, c, n4, n2, n6, l, q, m
a, c, c, n1, n3, n1, q, i, r
d, d, a, n9, n15, n8, l, j, q
b, b, b, n2, n5, n16, r, k, i
c, a, b, n14, n1, n13, l, j, q
b, a, c, n7, n4, n12, q, h, r
b, a, b, n4, n16, n3, q, h, r
b, a, d, n2, n4, n14, l, q, h
b, a, a, n7, n11, n10, e, l, l
a, d, a, n7, n10, n12, l, j, q
b, b, a, n13, n11, n13, l, f, p
d, d, a, n15, n5, n7, g, g, o
a, d, a, n6, n14, n8, l, j, q
a, d, c, n1, n12, n14, l, i, q
a, d, a, n16, n13, n7, l, j, p
d, d, a, n13, n15, n1, l, j, q
a, a, a, n5, n8, n5, e, u, i
a, c, c, n10, n10, n10, q, g, r
d, b, c, n3, n5, n2, l, q, h
b, d, b, n1, n1, n14, l, j, q
a, d, a, n12, n9, n9, j, e, j
b, a, b, n7, n13, n14, q, i, r
d, d, a, n14, n16, n4, m, t, h
d, d, a, n5, n5, n16, g, g, o
a, d, a, n11, n3, n7, l, j, q
c, d, d, n16, n15, n11, t, l, q
a, d, c, n5, n9, n16, l, j, q
a, a, a, n5, n8, n11, l, r, g
a, d, c, n4, n16, n12, l, j, q
d, d, a, n5, n6, n7, m, t, i
a, d, c, n9, n13, n16, l, j, p
d, d, a, n15, n10, n9, l, j, q
a, c, c, n6, n5, n11, g, m, j
b, a, c, n13, n11, n3, q, h, r
b, c, b, n10, n5, n13, l, j, q
b, b, a, n15, n9, n13, l, q, m
b, a, a, n6, n3, n11, u, j, o
c, a, b, n5, n16, n4, l, j, q
b, a, d, n12, n12, n12, u, k, o
c, b, c, n11, n7, n14, l, j, q
c, b, c, n10, n4, n2, l, j, q
a, d, a, n1, n7, n1, e, l, l
a, a, a, n15, n15, n11, e, u, i
b, c, b, n8, n2, n11, l, q, h
b, c, c, n13, n4, n11, l, i, q
a, d, c, n14, n15, n7, l, j, q
b, b, a, n6, n16, n4, l, f, p
d, d, a, n8, n10, n6, g, g, o
c, c, b, n4, n11, n10, u, u, i
c, a, b, n7, n15, n11, l, j, q
d, b, c, n13, n16, n6, l, q, h
b, c, b, n15, n13, n8, l, q, h
c, a, b, n5, n2, n4, k, m, m
b, c, a, n13, n3, n1, l, i, q
d, b, c, n11, n10, n7, l, q, m
b, a, a, n10, n16, n12, e, l, l
a, d, c, n2, n8, n8, l, i, q
b, c, a, n8, n5, n8, k, f, p
b, b, a, n9, n2, n14, j, e, j
a, c, c, n12, n15, n13, l, j, q
b, a, a, n13, n8, n13, e, l, m
a, d, a, n6, n9, n4, e, l, k
d, b, c, n2, n5, n14, g, s, u
a, c, c, n16, n10, n15, q, h, r
d, d, a, n12, n10, n1, j, u, j
a, c, c, n5, n3, n7, l, f, p
a, a, a, n14, n4, n3, e, u, i
a, a, a, n5, n13, n2, l, q, h
d, d, a, n2, n6, n15, m, t, h
a, c, c, n11, n3, n4, q, g, r
a, a, a, n13, n5, n16, k, q, h
a, d, a, n1, n16, n2, l, q, h
a, d, a, n1, n12, n3, e, l, l
a, c, d, n3, n15, n12, l, f, p
b, b, b, n10, n5, n7, r, l, i
b, c, c, n12, n3, n4, l, j, q
d, d, a, n7, n8, n15, e, m, l
d, b, c, n15, n1, n12, l, q, m
a, d, c, n13, n3, n5, l, f, p
a, c, d, n1, n3, n8, m, t, h
d, d, a, n14, n14, n13, g, g, o
a, a, a, n13, n4, n13, e, u, i
b, b, b, n16, n8, n4, l, q, h
d, d, a, n7, n12, n8, m, t, h
b, b, a, n3, n6, n8, r, l, i
a, a, a, n16, n14, n16, e, u, j
a, b, c, n3, n7, n10, l, q, m
d, a, c, n8, n3, n14, l, q, m
b, a, c, n10, n4, n10, q, h, r
a, a, a, n5, n12, n9, e, u, i
a, d, c, n8, n10, n9, l, j, q
a, d, a, n4, n16, n4, l, q, h
a, d, c, n13, n12, n7, k, j, q
b, a, a, n3, n4, n13, e, l, l
c, d, d, n4, n8, n8, u, l, q
c, d, d, n12, n5, n10, u, m, r
b, b, a, n15, n5, n12, q, m, e
b, a, c, n12, n1, n10, q, h, r
b, d, d, n6, n8, n15, u, l, q
b, b, b, n5, n6, n7, r, l, i
a, d, a, n11, n5, n5, l, j, q
b, b, a, n2, n6, n14, j, e, j
b, b, b, n12, n1, n12, r, l, i
c, c, b, n8, n16, n6, m, q, h
d, a, c, n2, n3, n8, l, j, q
a, a, a, n3, n16, n15, l, q, i
b, b, a, n1, n10, n5, l, f, p
c, b, c, n2, n13, n4, r, l, i
a, a, a, n13, n3, n12, l, q, g
c, b, c, n1, n9, n13, r, l, i
b, b, a, n14, n11, n6, j, e, j
c, a, b, n13, n11, n14, l, m, l
c, b, c, n1, n15, n15, r, l, i
b, c, b, n10, n13, n8, l, j, q
a, d, c, n2, n1, n7, l, j, q
a, d, a, n8, n13, n9, e, l, l
a, b, b, n5, n13, n14, r, l, i
b, a, a, n3, n5, n9, u, k, o
b, c, b, n14, n6, n2, l, q, h
c, a, b, n9, n8, n13, l, j, r
b, a, a, n9, n15, n10, u, k, o
b, a, a, n3, n5, n6, u, k, o
a, a, a, n6, n1, n14, l, q, h
a, d, a, n3, n14, n10, l, q, g
d, d, a, n6, n5, n16, l, j, q
a, c, a, n3, n14, n1, l, q, m
a, b, a, n8, n7, n6, l, q, g
b, b, a, n7, n3, n8, k, f, p
d, d, a, n1, n2, n8, l, j, q
a, c, c, n14, n10, n5, q, h, r
a, b, d, n11, n16, n15, l, f, p
c, a, a, n10, n11, n12, k, m, m
b, b, b, n2, n12, n11, r, l, i
a, d, a, n7, n3, n6, l, j, q
d, b, c, n5, n10, n6, g, s, u
d, a, a, n4, n5, n12, g, g, o
a, a, a, n3, n15, n8, e, u, i
c, d, d, n7, n7, n5, e, l, q
d, d, a, n6, n6, n9, m, t, i
a, d, a, n9, n2, n13, e, l, l
a, d, a, n4, n8, n5, l, q, h
a, a, a, n6, n2, n1, l, q, h
b, c, a, n1, n12, n5, l, q, m
a, b, c, n10, n11, n12, l, q, m
a, a, a, n13, n12, n3, e, u, i
d, b, c, n4, n3, n16, l, q, m
b, a, b, n7, n10, n10, r, l, i
d, b, c, n3, n12, n3, g, s, u
a, d, a, n3, n3, n7, l, q, h
c, d, d, n8, n16, n8, u, l, q
b, b, a, n14, n3, n7, j, e, j
b, a, b, n6, n6, n16, u, k, o
a, a, a, n7, n5, n14, e, u, i
a, d, a, n5, n9, n11, e, l, l
c, b, c, n14, n15, n8, j, e, j
a, a, a, n14, n4, n9, l, q, h
b, b, a, n12, n6, n6, g, o, j
d, d, a, n4, n8, n13, g, g, o
d, b, c, n4, n11, n10, l, q, h
b, b, b, n6, n1, n7, r, l, i
b, b, c, n7, n6, n3, r, l, i
c, d, d, n7, n5, n11, u, l, q
b, a, a, n4, n11, n7, j, e, j
a, c, c, n13, n6, n7, g, m, j
b, d, a, n7, n1, n3, m, q, m
d, d, a, n4, n1, n14, g, g, o
b, a, a, n8, n2, n11, j, e, j
a, d, d, n14, n12, n12, k, e, k
a, a, c, n14, n7, n12, q, h, r
d, d, a, n15, n14, n5, f, g, o
d, b, c, n13, n5, n11, l, q, m
a, c, c, n9, n13, n12, l, f, p
a, d, a, n10, n5, n16, l, j, q
d, d, a, n9, n11, n6, l, q, h
a, a, a, n7, n4, n1, l, q, h
a, a, a, n13, n13, n11, e, u, i
d, b, c, n10, n5, n7, e, u, i
b, c, a, n10, n16, n3, k, q, m
a, a, a, n8, n4, n16, l, q, h
a, c, c, n14, n11, n12, g, m, j
b, b, a, n14, n1, n6, q, m, e
a, d, c, n4, n5, n5, l, j, q
b, a, a, n1, n6, n9, u, k, o
a, a, a, n4, n11, n14, e, u, h
a, d, c, n5, n12, n16, k, j, q
d, b, c, n6, n3, n16, l, q, m
b, a, c, n16, n12, n9, q, h, r
c, b, c, n1, n12, n5, j, e, i
b, a, a, n15, n16, n16, u, k, o
b, c, a, n6, n12, n13, l, q, m
d, d, a, n11, n1, n6, m, j, q
d, d, a, n10, n1, n2, m, t, h
a, b, d, n5, n7, n13, l, q, h
b, c, b, n13, n1, n3, l, q, h
c, d, a, n11, n3, n5, q, r, e
a, c, b, n12, n8, n16, l, q, m
b, c, a, n16, n5, n14, l, q, m
a, a, a, n3, n1, n6, l, q, h
b, c, b, n3, n5, n7, l, q, h
a, a, a, n8, n9, n2, l, q, h
b, a, a, n2, n5, n7, u, k, o
a, d, c, n4, n14, n6, l, j, q
b, c, b, n14, n3, n8, l, j, r
b, b, b, n16, n13, n4, r, l, i
a, c, c, n16, n2, n3, m, t, h
b, a, c, n16, n16, n4, q, h, s
b, a, b, n3, n9, n2, r, l, i
a, d, a, n12, n12, n1, l, j, q
b, a, a, n7, n16, n13, e, l, l
a, c, d, n5, n15, n2, l, f, p
b, c, a, n15, n16, n15, k, q, m
d, d, a, n10, n14, n2, l, k, q
a, d, c, n5, n15, n2, l, j, q
a, c, a, n13, n3, n14, e, l, l
a, a, a, n12, n12, n10, l, q, h
c, c, d, n13, n9, n10, u, l, q
a, d, b, n14, n3, n1, e, m, l
a, d, c, n6, n3, n2, l, j, q
a, d, a, n5, n16, n14, f, h, m
c, b, c, n6, n12, n8, l, j, q
c, d, b, n10, n14, n12, l, j, q
b, b, b, n15, n13, n9, s, l, i
b, a, a, n12, n9, n7, e, u, i
d, b, c, n15, n2, n6, l, q, m
b, a, a, n13, n11, n15, e, l, l
b, b, b, n8, n3, n13, l, q, h
d, d, a, n4, n16, n11, f, g, p
b, b, a, n13, n15, n14, l, f, p
a, c, d, n1, n2, n6, l, f, o
d, d, a, n1, n8, n11, m, t, i
b, c, b, n14, n3, n1, l, j, q
a, d, a, n7, n5, n14, e, l, l
a, c, d, n11, n9, n11, f, h, m
a, b, b, n8, n15, n10, m, q, l
c, b, b, n4, n3, n8, i, e, j
a, d, a, n10, n8, n14, e, l, l
a, a, b, n4, n5, n7, e, u, i
a, c, c, n11, n10, n2, g, m, j
c, b, b, n1, n3, n7, r, l, i
c, a, b, n3, n13, n13, m, j, q
d, b, c, n7, n3, n4, l, q, m
c, a, c, n3, n9, n7, p, h, r
b, d, d, n2, n6, n13, u, l, q
d, d, a, n1, n14, n9, g, g, o
a, c, d, n8, n7, n7, e, h, m
a, a, a, n5, n11, n14, l, q, h
d, d, a, n10, n11, n11, l, j, q
b, b, a, n10, n2, n2, l, f, p
a, d, a, n6, n3, n4, l, q, h
b, a, a, n11, n10, n10, e, l, l
d, d, b, n10, n8, n2, g, g, o
b, b, b, n12, n8, n16, r, l, i
b, c, b, n10, n9, n1, l, q, m
d, d, a, n8, n5, n6, l, j, q
b, a, c, n5, n8, n7, q, h, r
b, b, b, n10, n2, n2, k, j, q
d, b, c, n14, n14, n15, l, q, h
a, d, c, n16, n15, n3, l, j, q
b, b, a, n15, n7, n15, q, m, e
d, d, a, n15, n7, n2, m, t, h
b, a, a, n8, n2, n1, e, l, l
d, b, c, n16, n14, n12, l, q, m
b, a, c, n6, n15, n8, p, h, r
b, b, b, n10, n6, n6, r, l, i
a, b, b, n6, n10, n2, r, l, i
c, b, c, n14, n15, n13, l, p, m
b, b, a, n2, n15, n2, l, f, q
c, b, c, n1, n4, n2, j, e, j
d, a, a, n5, n4, n6, l, q, h
a, d, a, n14, n5, n13, l, q, h
a, c, d, n1, n12, n14, f, h, m
a, d, a, n1, n1, n14, q, r, e
a, c, d, n16, n4, n3, l, f, p
a, d, a, n4, n12, n12, j, e, j
a, b, a, n7, n1, n9, k, r, h
a, d, a, n13, n3, n3, l, k, q
b, a, c, n16, n2, n10, q, h, r
a, d, a, n10, n9, n10, l, q, h
d, d, a, n8, n7, n7, g, g, m
a, c, c, n13, n16, n2, m, t, g
b, b, a, n12, n3, n14, j, e, j
b, d, a, n5, n12, n1, k, j, p
b, a, a, n1, n11, n12, g, m, j
a, d, a, n5, n12, n8, e, l, l
b, c, a, n14, n7, n15, l, q, o
b, a, c, n15, n6, n3, q, h, r
a, b, c, n15, n9, n4, g, m, j
d, b, c, n9, n10, n10, g, s, e
b, c, d, n5, n11, n14, f, h, m
b, b, c, n2, n2, n16, q, h, s
d, d, a, n14, n12, n1, l, i, q
d, b, c, n10, n13, n7, l, q, m
b, b, c, n3, n5, n11, r, l, i
b, d, a, n7, n7, n1, e, l, l
d, d, a, n4, n12, n13, g, g, o
a, c, c, n14, n10, n2, q, h, r
c, b, b, n2, n13, n16, r, k, h
a, a, c, n15, n4, n9, q, h, r
a, d, c, n15, n6, n2, l, j, r
c, b, c, n2, n3, n4, k, e, j
b, d, b, n7, n2, n15, l, q, h
c, a, b, n12, n16, n13, k, m, m
a, d, a, n15, n4, n7, j, e, j
a, c, a, n11, n10, n10, l, i, q
a, d, c, n9, n1, n5, l, j, q
b, d, a, n10, n2, n8, j, e, j
a, c, d, n13, n4, n3, m, t, h
d, d, a, n12, n3, n5, m, t, h
a, b, a, n14, n12, n16, l, q, h
a, d, d, n6, n11, n3, l, j, q
b, c, a, n9, n10, n5, l, q, m
a, d, a, n3, n15, n1, e, l, m
b, c, a, n11, n12, n9, l, q, m
d, d, a, n13, n14, n5, l, j, q
a, c, a, n15, n13, n13, f, h, m
c, d, d, n6, n13, n7, e, l, p
d, d, d, n11, n15, n11, u, l, q
d, b, c, n12, n11, n13, l, q, h
c, a, b, n2, n2, n6, l, j, q
c, c, c, n11, n5, n15, r, l, i
b, c, b, n11, n2, n4, l, q, m
d, b, d, n13, n14, n6, m, q, m
b, b, b, n4, n4, n6, r, l, h
b, a, a, n10, n6, n3, u, k, o
a, d, d, n4, n11, n15, l, j, q
a, d, a, n9, n7, n11, e, l, l
a, c, c, n13, n11, n6, q, h, r
a, a, a, n7, n13, n6, l, q, h
a, b, a, n5, n15, n15, j, e, j
d, d, a, n12, n5, n15, g, g, o
b, c, b, n8, n11, n1, l, q, h
a, c, c, n12, n6, n3, q, h, r
a, d, a, n15, n7, n7, j, e, j
b, c, b, n5, n16, n2, q, l, i
a, a, a, n3, n13, n13, e, u, i
d, c, c, n8, n2, n2, m, q, m
d, a, b, n8, n11, n3, k, m, m
d, a, b, n14, n8, n4, l, j, q
a, c, d, n1, n12, n14, f, h, m
a, a, a, n7, n9, n6, l, j, q
c, b, c, n8, n5, n12, j, e, j
d, d, a, n14, n16, n4, q, r, e
b, d, c, n15, n15, n16, p, h, r
c, a, b, n1, n14, n15, l, j, q
a, a, a, n15, n13, n7, e, e, i
b, a, c, n1, n5, n1, q, h, r
b, b, b, n15, n15, n3, r, l, i
d, b, c, n15, n2, n13, f, s, u
c, b, d, n6, n3, n4, r, l, i
a, c, d, n15, n12, n12, f, h, m
b, c, a, n8, n14, n4, l, q, m
d, d, d, n13, n5, n8, m, t, h
c, c, a, n6, n7, n6, l, q, l
a, b, c, n1, n3, n5, g, l, j
c, b, c, n10, n11, n11, i, e, j
c, c, a, n13, n8, n12, l, q, m
c, d, d, n6, n11, n7, u, k, q
b, b, a, n3, n4, n11, l, f, o
d, d, a, n9, n11, n5, l, q, h
c, b, c, n13, n1, n14, j, e, j
d, d, a, n10, n9, n13, l, q, h
a, a, a, n8, n4, n3, l, q, i
b, a, c, n5, n16, n6, q, h, r
c, d, b, n10, n7, n14, k, m, m
a, d, a, n5, n12, n12, l, j, q
d, d, a, n5, n8, n11, m, t, h
a, d, b, n5, n10, n6, l, j, q
a, b, b, n9, n6, n2, r, l, i
d, b, c, n14, n15, n15, g, s, u
a, a, a, n4, n4, n2, e, u, i
c, d, d, n8, n16, n8, u, l, q
b, b, b, n13, n14, n7, r, l, i
