% continuousInputs: false
% addNoisyOutputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$IndependentGenerator
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class4 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class5 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class6 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
d, b, c, h, m, j, q, k, s
a, c, c, r, s, l, o, t, j
d, d, a, f, l, o, s, e, j
c, b, a, m, f, e, f, s, p
c, c, a, o, f, o, r, r, i
a, d, a, i, q, i, t, o, m
b, c, a, g, i, g, t, f, e
b, b, c, l, f, o, o, h, s
d, b, c, k, k, i, i, s, l
d, d, d, f, o, e, h, f, h
d, d, a, f, l, j, l, e, k
d, b, c, p, k, j, i, r, r
b, a, d, p, t, q, i, u, f
c, a, a, k, k, h, h, r, l
b, b, a, g, j, r, e, q, u
d, d, d, k, h, p, h, g, q
b, a, a, o, q, j, s, o, s
d, a, a, e, h, k, o, g, f
c, a, d, u, o, r, u, e, l
a, a, a, p, i, j, r, s, f
a, c, c, u, j, k, r, u, q
b, b, c, l, h, o, u, j, h
b, b, b, h, e, o, t, u, g
c, c, a, m, f, k, r, r, q
c, c, a, o, f, o, r, s, q
b, a, a, f, u, r, h, o, l
a, d, b, h, h, i, k, e, i
a, b, c, j, t, s, i, u, u
b, a, a, t, u, h, l, q, k
a, d, b, s, h, i, j, i, p
a, c, c, r, j, k, s, t, h
b, b, d, t, u, o, g, j, u
b, a, a, f, p, g, s, o, o
c, d, a, f, u, m, i, j, f
b, b, c, t, l, l, e, k, t
d, b, c, k, m, j, o, p, f
b, d, a, g, q, g, h, f, e
d, d, b, f, f, s, i, g, f
c, c, c, u, s, q, u, g, k
b, d, a, q, f, o, m, g, u
d, c, c, u, s, p, r, s, r
b, a, a, f, r, f, s, o, j
d, c, a, q, f, k, i, j, h
c, d, c, r, r, f, r, i, l
b, d, a, s, t, i, m, f, g
a, c, d, o, j, l, f, i, h
d, a, a, q, r, s, h, o, j
d, d, a, g, k, q, h, o, h
d, d, a, g, o, r, h, f, f
b, a, d, p, l, r, i, p, e
c, c, c, r, s, r, o, r, k
b, b, b, g, k, h, l, s, r
a, c, c, o, j, k, s, t, p
b, c, a, o, f, k, i, f, g
a, d, a, f, f, k, h, e, m
b, a, d, p, t, o, i, s, r
b, c, a, j, q, k, m, f, e
c, b, c, r, s, o, j, k, r
d, b, c, k, m, j, o, l, p
a, a, a, h, r, g, q, i, t
c, b, b, h, f, l, k, g, i
b, b, c, t, m, l, e, t, t
d, a, c, u, u, k, p, e, p
a, a, a, o, p, s, h, o, o
a, c, c, o, j, k, f, p, h
c, b, d, s, q, s, i, s, r
b, d, a, j, t, g, m, p, g
c, c, c, p, t, g, e, s, k
b, a, a, e, q, s, j, p, f
a, c, c, g, i, k, r, f, h
b, b, c, t, f, l, f, k, g
d, b, c, k, m, j, q, r, m
d, d, a, f, k, k, i, j, m
c, a, d, p, o, k, i, t, r
c, c, c, f, s, o, i, e, k
d, a, d, q, u, k, e, s, h
c, a, d, s, k, f, t, q, l
d, b, b, u, s, q, t, j, o
a, c, c, h, j, k, f, t, u
d, a, d, g, f, o, p, t, p
b, a, b, l, r, m, h, j, p
a, d, c, s, s, i, r, s, h
d, a, d, l, f, m, j, q, p
d, a, d, g, u, h, t, q, l
a, c, c, o, h, k, o, t, k
b, b, c, i, p, l, t, h, h
a, a, b, h, s, s, h, r, t
b, d, a, s, g, q, m, o, p
d, d, a, f, q, q, l, u, i
b, c, a, s, r, k, q, f, e
d, a, d, q, u, r, g, s, s
b, c, b, e, i, r, p, g, q
b, c, a, r, i, k, q, f, e
d, d, a, k, e, p, l, j, o
c, c, c, g, t, s, r, g, o
a, c, c, o, p, k, f, t, h
d, b, a, s, t, k, t, f, l
a, a, b, h, t, r, h, s, l
b, b, b, k, i, u, q, e, h
d, d, a, f, l, k, t, o, h
a, c, c, s, q, s, f, s, f
a, d, a, i, h, u, l, j, h
b, a, a, p, o, k, i, s, r
b, c, a, r, f, g, u, f, l
c, c, c, f, r, o, p, u, k
d, d, a, f, f, l, l, l, h
d, b, b, m, t, k, m, f, l
b, b, c, m, g, o, f, m, t
a, d, b, s, f, i, l, i, u
b, b, b, s, k, u, f, p, i
d, b, c, p, m, j, k, r, g
a, a, b, g, q, i, j, r, h
d, d, a, f, o, t, o, e, h
b, b, c, t, j, o, u, e, s
d, b, c, g, k, j, i, l, g
b, a, d, p, s, s, i, t, s
a, a, b, i, s, p, o, e, q
d, b, c, i, m, j, p, r, f
b, c, a, o, j, g, q, f, i
b, c, a, r, i, k, e, f, m
d, b, c, k, k, j, k, t, p
a, a, b, h, l, t, l, h, h
c, d, a, f, q, p, l, l, m
d, c, c, i, f, q, i, f, h
a, d, b, f, o, t, e, f, i
c, a, d, h, g, t, o, f, l
a, c, c, g, j, k, h, t, f
b, b, d, t, r, t, i, j, s
d, d, a, f, o, s, f, e, o
b, b, b, i, l, r, m, q, j
c, c, a, o, f, t, f, t, r
c, d, a, h, f, h, f, g, q
d, a, a, g, u, q, g, p, g
b, b, d, u, e, p, f, s, l
d, d, a, f, k, s, i, j, l
c, c, a, f, f, k, f, s, l
b, b, c, t, f, l, s, k, q
a, a, b, h, i, j, l, t, i
b, d, a, u, p, h, h, o, t
d, a, a, g, h, u, h, g, u
a, c, c, r, j, k, e, t, p
b, d, a, r, m, s, m, o, l
d, a, d, f, f, q, e, j, h
a, d, c, o, q, k, i, h, o
d, a, d, j, f, m, e, g, p
d, a, c, i, m, j, i, l, l
d, a, d, f, f, m, l, j, q
b, a, a, g, r, u, t, g, i
d, d, a, f, j, m, h, g, r
b, a, a, t, r, o, s, o, r
b, c, b, i, k, i, s, p, m
a, c, c, m, t, k, e, i, p
d, d, a, f, r, e, t, f, h
a, a, a, t, e, i, p, f, f
a, a, a, g, t, j, u, s, i
a, d, a, f, r, t, o, i, m
b, a, a, f, h, s, q, j, q
d, b, b, u, p, k, l, j, f
b, b, d, p, t, o, i, l, r
d, c, c, l, j, k, i, u, j
d, c, c, j, q, k, s, t, g
a, a, a, t, r, t, u, i, i
a, d, a, l, o, u, i, i, o
b, b, d, i, t, q, g, q, o
c, c, a, g, f, g, q, f, h
d, c, c, i, m, j, i, s, p
b, b, b, g, m, r, u, s, o
c, a, d, p, m, u, i, o, h
a, a, b, j, l, s, s, h, r
d, d, a, f, h, f, f, g, j
b, b, c, r, k, s, p, g, r
a, b, b, s, f, k, g, j, h
d, d, a, f, h, k, q, u, j
a, c, c, g, h, s, e, s, l
b, d, a, s, k, f, m, t, l
a, a, b, k, l, u, e, r, k
a, c, c, j, t, s, q, i, p
d, a, d, r, e, g, f, h, h
b, b, d, u, e, o, j, q, m
c, d, d, e, i, h, h, p, i
c, c, a, k, f, f, r, s, q
a, d, a, t, r, t, h, t, p
c, c, c, l, s, o, u, m, k
b, b, d, u, j, f, g, j, k
a, d, a, s, r, p, l, j, o
a, d, d, t, l, i, o, j, t
d, d, a, f, s, o, l, f, h
a, a, b, u, o, h, p, s, e
d, b, c, p, k, j, o, p, l
d, b, b, k, m, j, q, p, g
b, b, d, t, q, l, o, q, q
c, c, a, g, i, h, i, f, e
d, c, b, s, t, k, t, j, l
b, c, c, p, t, s, o, f, l
a, d, a, f, h, j, i, i, i
b, b, d, u, j, f, g, j, l
c, a, c, o, j, s, o, f, g
b, a, a, e, h, j, j, i, m
a, c, c, h, h, s, e, u, k
a, c, c, o, j, k, e, u, j
d, a, a, j, f, k, g, i, e
a, a, b, u, g, t, u, e, f
a, c, c, u, i, s, p, f, e
b, d, a, e, g, h, m, g, t
a, b, b, i, q, l, o, h, g
c, a, d, l, k, k, m, r, g
b, a, a, l, u, g, g, o, p
d, a, a, q, k, p, k, o, u
b, a, d, m, m, i, u, i, g
c, a, c, r, o, e, o, o, g
c, a, d, j, o, f, t, r, t
a, a, d, p, k, s, i, t, j
c, a, a, t, l, r, l, h, f
d, d, a, m, h, s, k, p, i
c, a, d, h, k, i, u, u, e
b, b, b, f, l, h, m, u, o
d, a, d, i, f, j, g, f, m
b, b, b, o, j, s, m, r, e
d, a, a, f, f, r, i, q, j
a, d, b, i, s, i, j, i, i
b, b, b, i, r, u, e, e, q
c, d, a, o, f, p, f, h, q
b, c, a, r, m, l, h, g, o
b, d, a, j, g, f, i, f, p
a, c, c, l, h, s, o, s, j
d, b, c, p, k, j, p, r, r
b, d, a, u, k, m, m, r, e
d, a, a, f, o, k, o, e, l
c, c, a, j, f, r, f, s, u
b, c, b, r, f, f, h, f, o
a, d, b, r, i, i, l, t, i
d, b, c, p, m, j, o, r, l
d, a, d, q, s, h, k, j, h
d, a, a, f, h, e, j, f, j
a, d, c, j, j, k, l, f, k
b, a, a, o, q, i, p, f, l
c, a, d, u, g, i, o, p, l
a, a, b, u, r, t, s, m, e
a, d, b, r, e, i, t, j, l
a, d, a, t, s, g, l, g, q
b, b, d, k, s, p, i, t, t
b, c, a, r, j, f, h, f, m
d, d, a, f, k, u, o, j, p
d, b, b, u, s, l, p, j, l
c, c, a, u, f, t, f, s, o
d, a, a, f, u, t, e, j, g
a, c, c, p, j, k, g, h, p
b, a, a, f, q, i, o, j, p
a, d, a, i, s, g, k, j, m
a, b, b, f, k, u, o, u, m
b, d, a, e, m, s, m, o, g
a, d, a, g, r, t, e, f, i
a, a, b, l, g, h, e, e, r
b, b, a, g, q, g, q, f, q
d, b, b, i, f, k, h, j, p
a, a, b, l, s, u, t, f, h
d, d, b, i, q, i, s, p, m
d, d, a, f, j, k, j, g, i
c, c, c, p, s, r, u, t, r
d, a, d, r, f, q, q, h, g
d, b, b, u, s, q, t, f, p
b, b, b, i, i, m, m, p, r
a, c, c, p, q, r, s, p, l
a, b, c, m, j, s, r, s, l
a, d, a, j, h, h, p, i, o
d, a, d, f, t, h, i, j, g
c, a, d, r, k, t, u, u, g
c, c, a, h, f, i, r, s, o
c, b, a, j, f, e, f, s, m
a, a, b, g, s, f, p, m, k
a, c, c, o, t, l, u, t, l
b, c, a, j, f, k, h, f, s
b, a, d, o, f, s, o, r, t
d, b, c, g, k, j, q, s, i
d, b, c, p, m, j, q, l, m
c, a, a, t, p, h, t, j, r
d, b, b, i, s, p, i, f, h
b, b, a, l, u, h, t, s, m
b, a, d, p, e, r, h, u, k
a, c, b, l, q, k, j, s, f
c, d, a, e, m, h, i, o, p
c, a, d, h, o, t, t, r, m
a, c, c, p, q, k, k, u, h
c, c, d, o, f, f, r, s, f
b, d, a, h, g, l, m, g, o
a, d, b, r, g, i, o, p, i
b, a, d, p, k, k, i, t, r
b, b, c, l, l, o, o, k, g
b, a, a, m, r, m, h, o, q
b, a, d, p, m, q, i, k, r
b, d, d, p, l, s, i, p, r
b, b, c, m, t, l, g, k, g
d, b, b, m, s, k, i, f, o
c, b, d, p, s, p, i, l, h
b, a, b, i, f, i, t, o, p
c, c, b, k, f, i, g, s, p
c, c, a, p, g, s, k, s, j
b, b, d, h, s, t, g, u, j
a, b, c, t, g, h, f, e, t
b, b, c, o, r, o, e, l, g
c, c, c, g, s, g, r, i, l
d, b, b, s, f, q, t, f, o
a, d, a, i, e, k, u, g, i
d, c, c, h, s, k, r, u, h
a, d, a, f, l, u, i, j, m
a, c, c, l, t, k, f, i, h
a, c, c, i, j, k, r, u, p
b, d, d, p, t, s, i, u, h
b, d, a, q, e, i, h, g, p
b, c, a, r, f, k, t, f, r
a, d, b, r, f, i, r, t, m
a, d, b, r, h, i, s, o, j
b, b, c, i, f, l, o, q, t
c, c, a, i, f, e, f, s, l
c, c, a, u, f, u, r, s, o
c, c, c, h, s, r, f, o, s
b, a, d, s, q, p, i, j, u
d, b, c, g, k, j, q, s, p
b, b, d, k, j, g, g, f, j
d, a, d, s, u, g, t, m, l
a, a, b, g, k, u, k, r, k
d, a, d, o, g, t, t, p, l
a, d, b, p, e, i, t, p, i
d, d, a, f, g, u, f, g, m
d, a, a, e, k, p, j, o, f
c, d, d, g, u, k, i, u, h
c, a, d, f, k, t, h, k, e
a, b, b, s, l, s, e, g, e
d, d, a, f, l, r, h, g, e
a, c, c, m, j, k, r, q, p
a, d, a, g, o, u, p, i, q
a, c, c, o, h, s, u, f, f
d, a, d, j, e, g, g, j, o
d, d, d, f, g, f, q, j, f
a, d, b, r, q, i, k, i, i
d, b, c, p, k, i, q, r, p
d, d, c, g, s, s, p, t, l
d, a, a, f, l, u, h, l, j
c, c, a, f, f, f, r, s, i
c, b, b, p, p, k, t, f, o
b, a, c, p, l, k, i, s, h
b, b, b, g, e, l, e, h, q
c, a, c, o, o, t, u, q, e
d, a, d, s, t, o, p, f, h
a, b, b, m, j, t, m, p, f
d, b, c, k, k, j, e, p, i
a, d, a, g, f, t, k, g, p
a, c, c, f, g, k, r, u, l
b, c, a, o, f, k, q, f, u
a, d, b, i, f, i, j, m, i
c, c, a, u, f, f, r, s, p
b, b, c, l, q, l, u, h, t
d, b, c, g, k, j, k, l, p
b, d, a, r, r, k, h, f, j
d, a, a, k, t, e, g, q, j
b, b, b, k, k, u, l, e, g
d, a, d, m, f, k, o, m, h
a, a, d, p, h, o, i, s, i
c, c, c, o, s, o, s, i, s
b, b, b, p, u, h, e, g, t
b, b, b, s, h, r, f, e, e
b, b, d, p, s, k, i, t, h
b, a, d, p, t, k, i, k, r
c, c, b, g, f, u, f, s, f
c, c, c, t, s, r, i, g, l
a, c, c, h, t, k, r, s, h
a, c, c, f, j, s, p, t, h
b, b, c, g, j, l, t, o, g
b, d, a, r, t, p, m, t, o
a, c, c, j, h, s, u, u, f
b, a, d, p, l, k, i, l, g
d, a, d, j, r, f, f, q, u
b, b, d, o, r, q, i, q, g
b, a, d, e, p, u, o, o, h
d, a, a, h, j, o, s, r, j
a, a, b, p, l, r, l, e, e
d, a, d, p, f, k, k, l, h
c, c, a, h, f, r, f, t, j
d, a, a, l, h, k, r, q, f
d, b, c, g, m, j, q, s, f
c, c, a, p, f, i, f, s, u
d, d, a, f, g, r, l, g, i
a, a, b, j, m, f, j, t, g
b, a, d, p, q, j, j, s, f
d, b, b, m, t, r, p, j, f
b, a, a, m, o, f, q, j, s
c, c, a, s, g, r, f, h, f
d, c, a, f, o, r, f, o, r
b, b, c, t, e, o, g, k, s
b, b, b, g, r, l, e, p, s
b, c, a, r, r, k, u, f, e
d, d, a, f, k, t, h, e, l
c, c, b, h, e, o, e, s, o
b, b, b, r, g, l, p, q, f
c, c, a, r, f, h, r, s, u
a, d, c, t, s, i, f, i, l
a, c, c, h, j, k, u, t, j
d, b, b, s, f, q, h, f, p
d, d, a, f, l, t, h, o, m
a, c, a, i, l, f, o, g, j
a, c, c, f, j, s, f, t, p
c, a, d, i, p, i, h, q, f
d, b, b, s, u, q, h, f, p
c, a, d, m, k, k, o, p, e
a, b, c, p, m, j, q, s, p
c, b, c, j, s, o, u, l, k
b, a, d, p, e, s, j, q, r
d, b, b, i, s, k, i, f, p
b, b, d, h, e, p, i, f, r
b, d, a, e, g, f, h, l, l
b, b, a, s, k, h, e, e, t
d, d, b, s, i, i, k, i, p
b, b, d, k, q, p, i, j, p
a, a, c, l, u, h, r, g, q
c, b, a, j, f, l, f, s, o
c, d, a, f, o, r, m, e, e
a, d, a, j, r, l, l, h, j
d, a, d, e, u, r, g, l, p
a, d, b, s, i, i, r, p, l
d, a, d, g, f, q, s, l, h
b, b, c, j, p, l, f, h, g
a, a, b, l, m, t, o, j, k
c, c, c, l, t, g, j, i, s
c, c, c, r, s, g, u, o, k
a, d, b, i, h, j, o, e, h
a, c, c, p, h, s, f, f, p
c, c, c, u, s, g, e, o, s
c, c, a, h, f, g, f, s, f
b, b, a, l, f, u, r, h, l
d, a, a, r, l, e, l, g, f
b, b, d, u, s, q, g, r, r
c, c, a, p, f, f, k, h, u
a, b, b, e, m, u, h, e, k
a, a, b, g, m, h, k, g, l
b, a, a, o, h, f, e, o, l
a, a, b, l, p, s, e, s, q
c, c, a, m, f, p, k, s, q
d, b, c, p, l, j, q, l, m
d, d, a, f, u, l, q, e, k
d, a, d, h, g, f, f, f, g
d, b, c, i, m, j, p, s, p
c, b, b, e, l, l, e, s, t
d, a, d, j, u, k, i, q, u
c, a, a, m, g, k, u, q, l
a, d, a, i, l, l, u, g, f
c, c, a, t, f, o, r, s, i
b, a, d, p, h, p, i, k, f
a, d, b, s, j, i, t, p, l
d, a, a, l, j, k, r, g, u
d, a, d, s, u, t, k, m, m
c, a, c, h, p, u, o, q, e
d, d, d, u, f, k, s, l, r
a, c, d, g, h, k, e, g, u
d, d, a, f, f, s, t, j, o
c, a, d, m, o, k, t, f, g
d, b, c, k, m, j, q, r, p
d, c, c, i, q, s, s, s, e
a, c, c, u, j, k, r, s, j
a, d, c, i, p, k, e, u, i
c, a, d, l, p, r, u, q, l
b, b, d, o, e, e, g, q, r
a, d, b, r, i, i, k, u, u
d, b, b, p, u, q, i, j, o
b, a, a, m, p, h, o, o, m
c, c, c, j, s, o, r, o, l
b, a, a, m, q, i, k, j, m
c, d, b, f, s, t, g, g, j
b, a, a, f, u, u, r, i, o
d, a, d, s, e, h, s, l, l
a, c, a, o, i, k, p, f, k
d, d, d, f, s, o, f, o, i
b, b, d, i, g, o, e, q, g
c, c, c, j, s, r, r, l, k
a, b, a, o, j, g, k, f, u
d, a, a, j, o, r, l, i, j
a, a, c, p, t, q, i, t, h
d, b, b, p, p, k, g, f, h
a, a, b, h, s, p, e, r, q
b, b, b, p, m, m, f, g, f
c, c, c, m, s, o, i, p, k
b, a, d, p, o, s, i, u, r
d, b, c, i, k, j, m, o, l
d, d, a, f, t, t, i, t, i
a, c, c, h, j, k, r, e, k
b, b, b, i, u, l, m, p, m
a, d, b, r, i, j, i, e, m
b, a, a, m, u, s, k, j, i
d, b, c, k, m, j, q, r, f
b, d, a, i, g, h, m, g, l
d, b, c, i, k, j, q, s, m
d, a, d, i, t, t, e, s, o
b, c, a, g, q, g, r, f, o
c, c, c, p, s, m, u, u, s
b, b, d, m, f, l, g, l, t
b, b, d, u, j, r, i, q, i
a, a, b, p, m, f, q, t, h
a, d, b, i, q, i, j, e, u
b, b, d, t, q, t, h, j, j
b, c, c, t, o, h, t, q, t
c, a, d, h, k, f, m, q, g
d, c, c, p, i, k, o, u, p
b, b, d, f, q, s, i, q, m
c, a, b, i, m, e, m, q, k
b, d, a, f, r, r, m, g, l
d, b, b, u, s, q, t, f, l
b, b, d, h, g, j, g, t, s
b, b, c, i, f, l, f, r, t
d, a, a, r, l, r, f, r, j
b, a, a, m, r, g, h, e, l
b, d, a, s, l, q, j, g, t
a, d, b, r, t, h, q, j, l
d, c, c, i, s, k, o, h, h
b, b, b, m, r, r, q, r, q
d, b, b, s, u, j, p, f, f
d, a, a, s, j, o, h, g, u
c, c, c, u, s, g, h, l, k
a, d, b, i, h, j, r, i, l
b, b, c, j, j, l, t, u, s
b, b, c, i, h, l, t, t, t
c, c, c, p, s, r, s, k, k
c, a, d, k, j, t, h, e, f
b, a, a, m, u, l, u, j, k
d, a, b, k, j, e, f, p, i
d, a, a, g, k, r, l, l, i
d, d, b, r, i, h, f, i, i
a, b, c, g, h, k, f, p, h
a, c, c, g, h, s, r, t, p
b, b, a, r, f, k, h, f, i
d, a, a, r, o, s, r, r, i
c, a, d, f, i, u, k, h, i
d, b, c, p, m, j, q, s, l
a, c, c, i, t, k, r, s, k
d, a, d, f, u, o, i, l, h
b, a, d, p, t, p, i, u, q
b, c, a, o, f, h, r, s, q
b, a, a, r, u, h, s, o, j
b, b, b, i, k, u, p, q, t
a, d, a, g, p, o, e, j, m
c, a, b, s, j, l, t, o, s
b, a, c, g, p, o, e, f, g
c, b, a, m, f, s, r, r, p
b, a, d, p, k, k, i, o, r
b, a, d, p, l, p, h, q, j
c, c, c, g, s, r, g, h, s
a, c, c, i, q, s, e, g, g
a, c, c, p, k, k, e, u, h
c, d, d, e, p, l, t, r, g
b, b, d, h, s, p, g, t, i
b, b, b, r, l, r, t, e, m
a, c, c, p, h, s, r, g, h
b, d, a, s, o, q, m, p, u
c, c, a, j, g, g, f, s, k
c, a, b, i, s, k, s, f, j
b, d, a, h, g, q, m, o, e
d, d, a, f, o, u, q, l, o
d, a, a, p, k, o, k, r, u
b, b, b, t, l, s, f, g, f
c, c, c, u, s, r, h, g, o
a, d, a, e, h, s, k, g, i
a, b, a, t, j, h, k, j, f
d, d, a, f, q, h, j, f, f
b, b, c, g, p, l, u, u, g
b, a, d, p, l, j, i, l, r
a, d, a, j, l, t, g, f, h
d, c, c, j, q, s, u, i, p
d, b, b, s, t, k, h, f, h
d, d, a, f, r, o, f, j, g
c, a, d, f, k, r, t, u, f
d, b, c, p, m, j, o, l, f
d, a, a, g, m, o, f, s, f
a, c, c, o, q, s, s, g, h
d, b, c, g, m, j, p, p, l
b, d, a, t, e, u, o, g, e
a, c, c, f, h, k, h, s, j
d, a, d, r, o, i, g, p, i
d, a, b, j, g, f, j, u, s
d, a, a, k, t, r, j, t, u
d, d, a, f, q, o, f, i, i
b, b, c, t, q, o, f, f, u
c, a, d, m, p, j, h, r, e
a, b, c, m, t, s, i, g, f
d, a, a, e, q, s, r, r, f
a, d, a, k, r, f, k, k, i
a, c, c, g, q, k, e, p, j
c, c, d, o, f, f, j, s, f
c, c, c, f, s, o, g, e, k
a, c, c, u, j, k, f, h, h
b, b, b, g, k, s, o, g, f
b, d, d, o, q, k, i, f, p
a, b, d, j, j, p, i, q, j
d, d, a, e, o, o, g, f, j
d, d, a, f, j, f, l, j, r
b, d, b, p, h, i, r, i, u
a, d, b, s, h, i, j, o, l
d, b, b, u, t, k, h, j, o
b, d, a, u, m, g, m, r, e
d, a, a, q, o, u, r, o, k
a, c, c, r, q, k, j, u, g
b, a, a, p, u, o, l, q, o
d, d, d, f, g, r, u, t, i
d, d, b, g, m, k, i, g, f
b, a, d, p, k, s, i, q, r
a, c, b, u, f, k, g, f, o
a, b, c, h, m, o, g, u, s
c, c, a, j, f, k, f, s, u
b, a, a, e, r, t, i, o, i
b, a, a, l, u, e, h, o, h
d, d, a, f, q, u, h, f, f
c, b, c, i, s, r, o, k, r
a, c, d, l, i, k, o, g, h
b, c, a, g, q, g, h, f, h
a, d, a, s, o, j, u, h, t
a, a, a, i, i, r, r, h, f
d, a, a, r, j, k, f, g, t
b, b, d, s, j, f, i, r, l
b, b, d, t, s, f, j, e, u
a, c, c, o, q, s, e, f, h
b, a, d, p, l, p, i, l, k
a, d, b, s, l, i, j, o, i
b, a, a, f, s, o, s, j, o
a, b, c, j, h, s, p, f, e
b, a, d, o, e, k, i, o, s
d, d, a, i, k, r, g, s, u
b, b, a, p, o, s, h, k, q
b, b, c, h, q, p, i, r, l
b, c, a, g, i, h, t, f, m
b, b, d, g, f, p, g, u, g
a, a, b, f, q, f, r, g, p
d, a, b, s, k, o, k, m, q
c, c, c, r, s, g, j, p, k
a, c, a, r, j, g, j, f, e
b, b, c, t, q, l, e, f, s
b, c, b, g, f, g, i, f, u
c, c, c, u, s, o, h, o, r
a, d, a, f, h, t, q, l, o
b, c, d, l, j, l, h, m, q
a, a, d, p, m, k, i, s, h
a, a, b, k, i, p, u, j, k
a, a, d, p, f, k, i, k, h
d, d, a, l, o, l, l, j, h
b, b, d, h, j, t, g, t, u
b, b, b, s, i, u, l, e, g
a, b, a, t, r, o, j, o, p
b, d, a, e, t, h, m, r, f
d, c, c, r, s, k, p, t, f
c, a, d, m, m, g, p, u, i
b, d, a, t, m, g, m, r, p
b, c, d, t, j, s, i, q, r
c, a, a, p, l, k, j, u, f
b, a, a, f, q, l, h, j, k
a, d, a, g, o, t, l, f, q
c, c, c, u, s, o, i, g, l
d, d, a, f, u, o, h, u, i
b, c, c, m, u, o, g, j, g
d, a, a, g, j, j, h, i, u
b, b, c, g, f, o, e, m, g
c, c, c, r, s, g, o, j, r
c, a, d, i, g, j, h, r, e
b, b, d, o, e, r, i, q, m
c, c, c, e, s, r, r, k, l
d, d, d, s, u, h, t, q, p
d, d, a, f, l, u, l, j, f
d, a, a, q, j, e, k, p, f
d, d, c, h, h, k, o, t, f
a, d, b, s, e, i, r, q, i
d, b, c, j, m, j, o, s, i
b, a, d, o, t, p, i, s, r
d, d, a, f, l, l, f, o, i
a, a, a, f, o, r, m, t, p
b, b, b, s, u, h, e, e, l
c, a, d, i, p, s, t, r, l
b, d, c, j, q, k, p, f, j
b, b, b, e, e, u, q, e, i
b, d, a, f, h, u, q, j, g
d, d, a, f, h, s, f, j, l
b, b, c, k, t, u, g, j, j
a, c, c, r, p, k, i, t, h
c, a, d, e, p, i, u, q, g
b, b, d, h, g, q, f, r, l
a, c, c, o, s, s, o, t, l
c, c, c, u, s, r, i, g, l
b, c, a, g, q, g, h, f, j
a, c, a, i, e, f, l, i, o
b, d, a, r, g, f, m, o, g
b, b, b, g, r, r, f, g, s
a, c, a, g, p, l, k, f, i
a, d, b, i, f, i, r, o, l
a, a, b, j, l, j, i, j, h
b, a, d, p, s, p, i, q, q
d, b, b, i, p, j, t, f, o
d, a, b, f, k, p, r, g, k
a, c, c, i, s, s, i, t, f
d, b, b, i, k, j, o, r, s
a, c, c, m, h, k, i, t, m
d, b, c, g, h, s, i, s, k
b, b, d, u, q, f, i, q, i
a, b, a, e, r, i, s, q, f
b, c, a, j, q, k, k, f, p
c, c, c, f, s, o, u, k, k
b, b, d, p, u, j, i, l, r
a, c, c, u, h, s, q, f, g
a, c, c, j, h, k, u, f, f
c, a, a, k, u, s, p, t, s
d, a, a, r, q, e, k, q, j
d, a, d, f, f, k, i, q, h
a, c, c, g, t, s, e, p, f
c, c, c, q, s, r, q, p, r
b, c, a, o, j, k, l, f, q
b, d, a, f, g, l, h, t, p
b, b, d, u, s, f, i, s, g
b, a, d, p, m, h, i, t, q
c, a, d, f, m, t, m, u, l
c, a, d, h, g, u, h, u, m
c, c, c, t, s, r, u, e, l
d, a, a, r, s, k, l, h, u
b, b, c, f, l, o, g, l, t
a, c, c, i, t, l, p, u, p
a, d, a, j, f, m, k, i, q
a, d, a, j, o, u, o, j, o
a, c, d, h, h, k, f, i, l
a, a, b, m, q, s, e, h, k
b, b, b, t, f, l, o, l, q
a, d, a, t, s, e, u, i, h
b, b, b, o, k, t, l, s, o
c, d, a, f, t, f, q, o, l
c, d, a, h, m, m, h, t, u
c, b, c, k, k, j, q, s, m
a, d, b, s, t, i, j, p, i
c, a, d, h, o, t, u, r, g
c, c, c, m, s, o, u, e, l
d, a, d, f, u, r, t, q, m
b, a, d, p, t, s, i, k, s
c, c, c, u, t, o, o, h, l
a, d, b, p, e, i, k, m, m
d, d, b, s, g, j, k, i, u
c, c, a, p, f, r, s, s, q
d, b, b, i, t, k, l, f, m
b, b, d, u, h, t, g, s, m
a, d, c, o, h, k, o, f, u
b, b, b, k, k, h, u, e, k
b, c, a, g, i, k, h, f, l
b, d, a, s, i, s, m, t, i
b, b, d, u, h, t, g, j, m
a, d, b, r, q, i, k, t, u
b, b, a, o, q, t, g, j, m
c, c, a, s, f, r, f, s, l
c, b, c, f, t, o, f, f, k
b, d, a, e, q, l, m, g, u
c, a, d, m, o, i, g, q, g
