% continuousInputs: false
% addNoisyOutputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$TwoPartitionLimitedOutputsGenerator
% maxOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class4 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class5 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class6 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
c, b, b, l, u, l, g, j, r
d, b, c, p, m, u, r, o, o
a, c, a, i, e, l, e, s, j
b, b, b, t, e, u, f, t, t
c, c, a, j, p, h, p, q, h
d, a, b, i, e, l, m, m, g
a, a, b, i, e, l, r, f, j
a, a, b, f, g, m, g, j, r
c, a, a, m, t, q, u, m, i
b, a, a, m, t, q, h, h, j
a, b, c, r, l, p, e, r, j
c, c, a, k, p, h, r, o, o
a, a, c, i, u, l, r, f, j
a, a, a, j, q, i, u, k, m
b, a, c, m, i, r, p, k, i
c, d, c, q, t, q, g, l, s
b, c, a, r, l, p, s, s, h
c, d, c, q, t, q, g, l, s
b, c, a, r, l, p, f, s, j
d, c, a, k, p, h, p, q, h
d, a, a, i, e, l, m, m, g
c, a, a, m, t, q, e, l, i
d, b, c, p, o, u, r, o, p
b, c, a, r, l, p, e, s, j
c, b, d, l, u, l, i, f, g
c, d, c, t, e, u, g, l, s
b, c, a, e, m, j, e, s, j
d, b, b, m, i, r, s, o, o
c, b, b, t, e, u, f, t, t
b, a, c, m, j, r, s, q, u
c, d, c, q, t, q, g, l, s
b, a, c, o, g, t, s, q, u
c, b, b, t, e, u, f, t, t
d, d, a, e, t, l, s, t, h
c, b, b, u, e, u, g, t, t
d, b, c, m, j, r, s, t, h
b, c, a, i, e, l, e, s, j
c, d, c, u, e, u, g, l, s
a, a, b, m, i, r, p, q, h
c, d, c, t, e, u, g, l, s
a, a, b, m, i, r, g, j, r
c, c, a, k, p, h, r, m, o
a, a, b, i, e, l, p, q, h
d, b, c, m, i, r, r, o, o
d, d, a, e, t, m, e, l, i
a, c, b, e, o, i, f, t, t
a, b, c, r, l, p, u, s, j
d, a, c, i, g, t, g, j, f
c, a, a, m, t, r, e, l, i
d, d, c, q, t, q, g, l, s
d, c, a, h, r, k, s, t, h
b, d, a, u, o, i, e, s, j
c, b, c, q, o, u, m, m, g
c, b, a, i, e, l, s, t, h
c, b, b, h, e, k, f, t, t
d, b, c, p, o, u, s, t, h
c, d, c, q, t, q, g, l, s
c, d, d, t, e, u, g, l, s
c, b, a, i, f, m, s, t, h
a, a, a, j, q, j, e, k, l
d, d, a, e, t, l, e, l, i
b, b, c, m, i, q, s, q, u
d, b, c, p, o, u, q, o, o
d, b, c, p, o, u, s, t, h
b, c, a, i, e, l, e, s, j
b, c, a, e, o, i, e, s, j
d, d, a, e, t, l, e, l, i
a, c, b, e, m, i, f, t, t
d, a, a, h, e, k, m, m, g
a, a, a, k, q, j, e, k, l
b, c, a, r, l, p, u, s, j
b, c, a, r, l, p, e, r, j
d, b, c, p, o, u, r, s, k
d, c, d, g, r, k, h, h, j
c, d, c, r, t, q, g, l, s
c, b, d, l, u, l, i, f, g
c, b, b, t, e, u, f, t, t
b, c, a, f, o, i, u, i, u
c, a, c, m, h, r, s, q, u
c, d, c, u, e, u, h, l, s
a, c, b, e, o, i, s, q, u
c, d, c, q, t, q, g, l, t
b, c, a, e, o, i, s, s, h
c, b, a, i, e, l, s, t, h
c, d, c, q, t, q, g, l, t
c, a, d, o, t, q, e, r, j
d, d, a, e, t, l, e, l, j
a, d, a, i, e, l, e, s, j
d, d, d, k, p, h, e, l, j
d, c, d, m, t, q, h, g, k
c, c, a, k, p, h, p, q, h
b, c, a, r, l, p, e, s, j
d, b, c, q, o, u, r, o, o
a, a, a, s, l, p, g, j, r
a, a, b, f, g, l, q, q, h
d, b, c, m, i, r, s, o, o
c, b, d, l, u, l, i, f, g
a, a, a, j, q, j, e, k, m
a, a, a, j, q, j, g, j, r
a, a, b, f, h, m, g, j, r
d, a, a, j, e, l, m, m, g
c, b, d, m, i, r, i, f, g
d, d, a, u, t, m, e, m, i
c, d, c, t, e, u, g, l, r
a, d, b, m, i, r, f, j, r
c, a, c, l, h, s, i, f, g
d, d, a, e, s, l, e, l, i
c, d, c, t, e, u, g, l, s
a, a, a, j, q, j, e, k, m
c, b, a, k, p, h, r, o, o
a, c, b, r, l, p, e, s, j
c, b, b, i, e, l, f, t, t
d, d, a, e, t, l, e, l, i
c, c, a, k, p, h, r, o, o
a, c, b, e, o, i, s, q, u
d, a, d, f, g, m, g, j, f
c, b, d, m, u, m, i, f, h
a, c, b, e, o, i, f, t, t
c, b, c, p, o, e, p, q, h
c, a, d, i, e, l, s, t, h
c, b, a, i, e, l, s, t, h
c, c, a, i, e, l, s, t, h
d, b, c, s, l, p, e, s, j
c, d, c, q, t, q, g, l, s
b, a, c, o, g, t, s, q, u
c, a, d, l, u, l, g, k, f
a, b, b, i, f, l, s, f, j
d, b, c, p, o, u, r, o, o
c, b, d, m, i, r, p, k, i
c, b, d, l, u, l, i, f, g
c, a, a, m, t, q, e, m, i
c, a, a, m, t, q, e, l, i
c, b, b, l, t, l, e, t, t
d, d, b, e, t, l, e, l, i
d, c, c, p, o, u, r, m, o
d, c, d, h, r, k, t, t, g
a, a, b, i, e, l, g, j, r
c, b, d, l, u, l, i, f, g
c, b, b, j, f, l, f, t, t
b, c, a, i, e, l, s, s, h
c, b, c, l, u, l, p, q, h
d, b, c, p, o, u, r, o, o
b, a, c, m, i, r, s, r, u
b, a, c, m, g, t, s, q, u
c, a, a, m, t, p, h, i, j
d, b, c, p, o, u, r, o, o
b, c, a, i, e, l, e, s, j
c, b, b, i, u, l, f, t, t
b, a, c, j, q, j, p, k, i
c, b, d, l, u, k, i, f, g
c, d, c, q, u, q, f, k, r
c, d, c, q, t, q, g, l, s
a, b, a, j, q, j, g, j, r
c, d, c, q, u, q, g, m, s
d, d, a, e, t, l, e, l, i
d, a, a, i, e, l, m, m, g
c, a, a, l, t, q, e, l, i
b, d, a, i, e, l, e, s, j
c, d, c, q, t, q, g, k, s
d, b, c, r, l, p, g, j, f
c, c, a, k, p, h, r, o, p
a, c, b, e, o, i, s, q, u
a, a, b, f, g, m, r, f, j
d, c, c, i, s, k, s, t, h
c, a, c, q, t, q, f, l, s
a, b, c, r, l, p, g, j, g
c, c, a, k, p, i, g, j, g
a, c, b, f, o, i, f, t, t
d, b, c, p, o, u, s, t, i
a, b, c, r, l, p, g, j, f
c, b, a, i, f, l, s, t, h
c, b, c, l, u, l, f, j, r
d, b, c, p, o, u, q, o, o
d, a, a, i, e, l, m, m, g
b, b, d, m, i, r, i, f, g
d, a, a, i, e, l, m, m, g
c, b, d, i, e, l, s, t, h
b, a, c, m, i, r, s, q, t
d, d, c, r, t, q, g, l, s
a, b, c, r, l, p, h, h, j
d, c, d, m, t, q, s, s, h
a, b, c, r, l, o, e, s, j
d, a, d, m, u, m, g, k, e
b, c, a, r, k, p, e, s, j
d, d, b, e, t, l, e, l, i
d, a, d, i, h, t, g, k, f
c, c, a, k, p, h, r, o, o
d, a, d, i, h, t, g, j, f
d, a, a, i, e, l, m, m, g
c, b, d, l, u, l, i, f, g
b, b, d, l, u, l, h, f, g
d, a, d, l, u, l, g, j, f
c, a, a, m, t, q, u, l, i
b, a, c, o, g, t, r, q, u
d, d, a, e, t, l, u, m, h
c, c, a, k, p, h, r, o, o
a, a, b, i, e, l, p, q, h
c, c, a, i, e, l, t, t, h
d, a, b, i, e, l, m, m, g
d, a, d, i, e, l, m, o, f
d, a, a, i, u, l, m, m, g
d, b, a, i, e, l, s, t, h
b, d, c, q, t, q, g, l, s
c, d, c, q, t, q, g, m, s
c, a, a, m, t, q, f, l, i
b, c, a, r, l, p, s, s, h
b, c, a, i, e, l, e, s, j
a, c, b, e, o, i, s, q, u
c, d, c, q, t, r, g, l, s
d, c, d, m, t, r, s, t, h
b, b, c, p, o, u, g, j, r
a, a, b, h, e, l, g, j, r
d, d, d, k, p, h, e, l, i
d, a, a, h, e, l, m, m, g
c, b, b, i, e, l, f, t, t
a, c, a, i, e, l, e, s, j
a, a, b, f, g, m, f, j, r
d, a, d, l, e, l, g, j, f
b, c, a, i, e, l, e, s, j
c, b, b, t, e, u, f, t, t
c, c, a, l, p, g, g, i, f
c, d, c, q, t, q, g, l, s
d, d, a, k, p, h, u, l, i
a, a, b, f, g, m, g, j, r
a, a, a, j, q, j, e, k, m
c, b, b, t, e, u, f, t, t
c, c, a, k, p, h, p, r, g
b, c, a, r, k, p, u, i, t
d, d, a, e, t, l, u, l, i
c, b, b, t, e, t, f, t, t
a, a, a, j, r, j, g, j, r
b, c, a, r, l, p, u, i, u
d, d, c, q, t, q, g, l, s
c, b, c, t, e, e, f, t, t
b, b, a, r, l, p, u, s, j
a, c, b, e, o, i, f, t, t
c, c, a, k, p, h, p, q, g
d, d, a, e, t, l, e, l, i
c, c, a, e, o, i, s, s, h
c, b, d, m, i, r, i, f, g
a, b, c, r, l, p, e, s, j
a, a, b, f, g, o, p, q, h
a, a, a, j, q, j, g, i, r
a, b, d, r, l, p, g, j, f
c, d, c, q, t, q, g, l, r
b, c, a, i, e, l, e, s, j
c, c, a, k, p, h, r, o, o
c, b, b, i, e, l, f, t, t
c, b, b, t, e, u, f, t, t
d, c, d, h, r, k, s, t, h
a, a, c, o, g, t, o, k, i
c, b, b, j, u, l, f, t, t
a, a, a, j, q, j, e, k, m
a, a, a, j, q, j, e, k, m
c, d, c, q, t, q, g, l, s
c, d, c, q, t, q, g, l, t
c, b, d, l, u, l, i, f, g
b, b, b, p, o, u, g, j, r
d, b, c, m, h, s, s, o, o
b, c, a, r, l, p, e, s, k
b, c, a, i, e, l, e, i, t
b, c, b, i, e, l, e, s, j
c, b, a, i, f, l, s, t, h
a, b, c, r, l, p, e, s, i
d, a, a, i, e, m, m, m, h
a, c, a, s, l, o, e, r, j
b, c, a, r, l, p, e, s, k
d, d, a, e, t, l, f, l, i
c, b, b, t, e, u, f, t, t
c, b, b, t, e, u, f, t, t
b, b, a, r, l, p, e, s, j
d, a, d, h, i, t, h, j, f
a, a, a, j, q, j, f, j, r
c, c, a, k, p, h, p, q, h
d, b, c, p, o, u, r, o, o
c, c, a, k, p, h, p, q, h
a, a, b, i, e, l, g, j, q
d, d, a, e, t, l, e, l, i
a, c, b, e, o, i, f, t, t
c, b, d, l, u, k, i, f, g
d, d, a, e, t, l, e, l, i
c, b, c, j, i, q, m, o, g
a, c, b, e, o, i, s, q, u
c, d, b, e, t, l, s, t, h
a, c, a, e, o, j, f, t, t
b, c, a, i, e, l, f, s, j
c, d, c, q, t, q, g, l, t
d, b, d, f, g, o, g, j, f
c, b, b, j, e, l, f, t, t
c, a, a, j, e, l, s, t, h
a, b, c, r, l, p, u, s, j
c, b, c, p, o, u, g, j, r
c, a, a, m, t, q, e, l, i
c, d, c, q, t, q, g, l, s
d, a, a, j, q, j, g, i, r
d, c, c, m, t, q, s, t, h
d, b, c, m, h, r, r, s, j
a, a, b, f, g, l, p, q, h
c, b, d, l, u, l, i, f, g
c, b, c, l, u, l, q, q, h
a, c, b, e, o, i, f, t, t
c, b, d, m, i, r, p, k, i
a, b, c, r, l, p, g, j, f
c, d, a, e, u, l, e, l, i
d, d, a, k, p, h, e, l, i
c, b, c, j, i, q, p, q, h
d, d, c, t, e, u, g, l, s
c, d, c, p, s, q, g, l, s
c, d, c, t, e, u, g, l, s
d, b, c, p, o, u, r, o, p
c, d, c, t, e, u, g, l, s
a, b, c, r, l, p, h, h, j
c, d, c, q, t, q, g, l, s
c, d, c, p, t, q, h, l, s
a, b, c, r, l, p, h, h, j
d, c, d, m, t, p, s, t, h
a, a, d, j, p, j, u, j, m
d, c, d, h, s, k, s, t, h
c, d, b, q, t, r, g, l, s
d, d, a, e, u, l, e, l, j
c, a, d, m, i, r, i, f, g
d, b, c, p, p, u, s, t, h
a, a, b, i, e, l, g, j, r
c, a, a, m, t, q, e, t, j
c, b, d, o, j, r, i, f, f
c, a, c, q, u, q, g, l, s
c, a, b, i, e, l, f, t, t
c, b, b, t, e, u, f, t, t
c, b, c, p, o, u, m, m, g
d, d, a, l, p, h, e, l, i
b, a, c, m, i, r, p, k, i
a, a, a, j, q, j, g, j, r
d, c, c, p, o, u, r, s, k
b, c, a, r, l, p, e, s, j
d, c, d, h, r, k, s, t, h
b, d, a, k, p, i, p, q, h
d, d, a, k, p, h, e, l, i
c, d, a, k, p, h, q, q, h
d, c, d, m, t, q, h, h, j
c, b, c, k, u, l, f, j, q
c, b, a, i, e, l, s, t, h
b, c, a, e, o, i, e, s, j
c, d, c, t, e, u, g, l, r
d, d, a, e, t, l, e, l, i
c, b, a, i, e, l, s, t, h
d, d, a, i, e, l, m, m, g
b, d, c, q, u, q, g, l, s
d, a, d, f, g, m, g, j, g
a, a, b, i, e, l, r, f, j
c, c, c, q, t, q, g, l, s
a, a, b, m, i, r, r, f, j
c, b, c, l, u, l, p, q, h
d, a, a, i, e, l, m, m, g
c, b, c, j, i, r, q, q, h
a, a, b, j, q, k, e, k, m
c, d, d, p, t, q, g, l, s
d, d, a, e, t, l, e, l, i
d, d, a, e, t, l, e, l, i
c, b, a, i, e, l, s, t, h
b, a, c, o, g, t, p, k, i
a, b, c, r, l, p, g, j, f
c, d, c, q, t, q, g, l, s
a, a, a, k, q, j, e, k, m
d, a, a, m, t, q, e, l, j
d, a, a, l, u, m, g, j, e
d, d, a, e, t, l, e, l, i
c, b, c, j, i, q, g, j, r
c, b, a, h, u, l, s, t, h
c, d, c, q, t, q, g, l, s
c, b, a, m, u, q, e, s, j
a, d, b, i, e, l, p, q, h
b, c, a, j, e, l, u, i, t
d, b, c, m, i, r, q, o, p
c, b, c, p, o, u, p, q, h
c, b, d, l, u, l, o, k, i
c, b, b, i, e, l, f, t, t
b, b, d, l, u, l, i, f, g
c, d, c, t, e, u, g, l, s
d, d, b, t, e, u, g, l, s
c, b, d, i, e, l, s, t, h
d, c, b, e, o, i, f, t, t
a, a, c, i, e, l, g, j, r
d, d, a, e, t, l, s, t, h
d, a, d, l, u, l, g, j, f
a, b, c, q, l, p, e, s, j
b, c, a, r, l, p, e, s, j
c, a, a, m, s, q, e, l, i
c, d, c, p, t, q, g, l, s
a, a, b, i, e, l, g, j, r
b, c, a, r, l, p, s, s, h
a, a, b, f, g, m, g, j, r
c, b, a, i, e, l, f, u, s
d, c, d, h, r, j, s, t, h
d, b, c, o, i, r, r, o, o
c, d, a, k, p, h, r, o, o
d, a, a, i, e, l, m, m, g
c, b, a, l, u, l, j, f, g
d, d, a, e, t, l, e, l, i
d, c, d, m, t, q, s, t, h
a, a, b, m, i, r, g, j, r
c, a, d, m, t, p, e, l, i
c, d, c, q, t, q, g, l, s
d, d, a, e, t, l, e, l, i
d, c, d, m, t, q, h, h, j
b, b, d, m, i, s, i, f, g
c, a, a, m, s, q, e, s, j
c, b, c, j, i, q, p, q, h
d, c, d, m, t, q, h, h, j
c, b, c, p, o, u, m, m, g
a, a, b, f, g, m, h, j, r
b, c, a, r, l, p, e, r, j
a, b, c, r, l, q, e, s, j
b, c, a, e, o, i, e, s, j
d, a, d, i, h, u, g, j, f
d, a, a, i, e, l, m, m, g
c, d, c, t, e, u, g, l, s
b, d, c, q, t, q, g, l, s
c, b, b, l, u, l, e, t, t
c, b, d, m, i, r, p, k, i
c, b, c, l, u, l, g, j, r
c, a, a, i, e, l, s, t, h
b, a, a, r, l, p, e, k, m
d, c, d, m, t, q, h, h, j
a, c, c, r, l, p, h, h, j
c, c, a, r, k, o, e, s, j
a, c, b, u, o, i, s, q, u
c, c, a, k, p, h, p, q, g
d, d, a, e, t, l, e, l, i
c, b, a, i, e, l, s, s, h
c, c, a, k, p, h, q, m, o
c, b, b, t, e, t, f, t, t
d, a, a, i, e, l, m, m, g
d, d, a, k, p, h, e, l, i
c, b, c, l, e, l, g, j, r
a, b, b, r, l, p, e, s, k
c, b, a, i, u, l, s, u, h
d, b, c, p, o, u, s, t, h
d, a, d, f, g, m, g, j, f
d, c, d, m, t, q, h, h, j
b, d, a, r, m, p, u, i, t
a, b, c, q, l, p, g, j, f
b, c, a, e, o, i, e, s, j
d, c, d, m, t, q, s, s, h
b, a, c, m, i, r, s, q, u
a, c, b, e, o, i, s, q, u
a, b, c, r, l, p, h, j, f
a, d, a, r, l, p, e, k, m
a, a, a, j, q, j, g, j, r
c, b, d, l, t, l, i, f, f
c, a, c, q, t, q, g, l, s
c, b, b, l, u, l, p, q, h
d, b, c, p, o, e, s, t, h
d, a, d, i, h, t, g, j, f
b, b, c, r, l, p, e, s, j
c, b, b, l, u, m, m, m, g
c, b, b, t, f, e, f, t, u
d, a, d, f, g, m, g, j, f
d, c, d, m, t, q, i, i, j
b, a, c, m, i, r, s, q, u
b, b, c, p, o, u, g, j, r
d, d, a, e, t, l, e, l, i
d, d, a, k, p, h, e, l, i
c, d, c, q, t, r, g, l, s
a, b, d, r, l, p, h, h, j
a, c, c, e, o, i, s, q, u
c, a, a, m, u, q, e, l, i
c, d, d, q, t, q, g, l, s
c, b, b, t, e, u, f, t, t
d, b, c, p, o, u, s, t, h
b, c, a, i, e, l, s, r, h
d, b, d, r, l, p, h, h, j
d, d, b, f, o, i, s, q, u
b, c, a, i, e, l, e, s, j
a, a, b, f, f, o, p, q, h
c, c, a, k, p, h, p, q, h
a, b, c, r, l, p, h, h, j
a, b, c, r, l, p, g, k, f
c, d, c, q, t, q, f, l, s
d, d, a, u, s, l, e, l, i
c, d, b, t, e, u, g, l, t
c, d, c, q, t, q, g, l, s
c, d, d, q, t, q, g, l, s
a, c, d, m, t, q, h, h, j
b, c, a, e, o, j, s, s, h
a, a, b, i, e, l, r, f, j
d, c, d, h, r, j, s, s, h
a, c, b, e, m, i, s, q, u
c, d, d, q, s, q, g, l, s
d, a, a, i, e, l, l, m, f
c, d, c, q, t, q, g, l, s
a, a, b, h, e, l, r, f, j
a, a, b, f, f, m, r, f, j
d, d, c, q, t, q, g, l, s
c, b, a, i, e, l, s, t, h
a, c, b, e, o, i, f, t, u
c, a, a, m, t, q, e, l, j
b, c, a, r, l, p, s, s, h
c, d, c, q, t, q, g, l, s
c, a, a, m, t, q, h, h, j
c, a, a, m, t, q, e, s, j
c, b, b, j, e, l, s, t, h
c, d, c, q, t, q, g, l, s
c, b, d, l, u, l, i, f, g
c, b, b, i, e, l, f, t, t
c, c, a, j, p, h, s, o, o
c, d, c, t, e, u, g, l, s
d, d, a, e, t, l, e, l, i
d, c, d, h, r, k, s, t, h
c, b, d, l, u, l, i, g, g
c, c, a, k, p, g, p, q, h
b, c, a, i, e, l, e, s, j
b, c, a, r, l, p, e, s, j
d, a, a, h, e, l, m, m, g
a, a, b, l, i, r, r, f, j
b, a, b, f, f, m, g, j, r
c, b, c, j, i, q, g, j, r
c, b, d, m, i, r, i, f, g
c, b, a, i, e, l, s, t, i
c, b, c, l, u, l, m, m, g
d, d, a, k, p, h, e, l, i
c, b, b, t, e, u, f, t, t
b, c, a, r, l, o, e, s, k
a, a, a, j, p, j, g, j, r
d, a, d, l, u, l, g, j, f
a, c, b, e, o, i, f, t, t
a, a, a, j, q, j, g, j, r
d, d, a, e, t, l, e, l, i
c, b, a, i, e, l, s, t, g
b, a, c, q, t, q, g, l, s
a, a, a, i, e, l, g, j, r
a, a, b, f, g, m, g, j, r
c, d, c, q, t, q, g, l, s
c, c, a, k, p, h, p, q, h
a, c, b, e, o, i, f, t, t
a, b, a, r, l, p, f, k, m
c, b, c, j, i, q, g, j, r
d, c, d, g, r, k, h, h, j
c, d, a, m, t, q, e, k, i
d, d, a, k, o, h, e, l, i
b, b, a, i, e, k, s, t, h
d, c, d, m, t, q, t, t, h
a, b, c, r, k, p, g, j, f
d, a, a, i, u, l, m, m, g
d, a, a, j, q, j, f, k, o
d, a, a, i, e, l, m, m, g
c, c, a, k, p, h, r, o, o
d, b, c, m, i, r, s, t, h
a, c, b, e, o, i, s, q, u
c, b, d, l, u, l, i, f, g
b, a, c, o, g, t, s, q, u
c, b, c, j, i, q, q, q, h
d, b, c, p, o, u, r, s, j
d, a, a, i, e, l, m, m, g
c, c, a, k, p, h, p, q, h
a, c, b, e, o, i, f, t, t
d, a, a, i, e, k, o, m, g
c, c, a, k, p, g, o, q, h
d, a, a, i, q, j, e, k, l
d, a, a, i, e, l, m, o, g
c, a, a, i, e, l, m, m, g
b, c, a, e, o, i, r, r, h
b, a, c, o, g, t, s, r, u
b, c, a, i, e, k, e, s, j
a, b, c, r, l, p, e, s, i
a, c, c, r, l, p, g, j, f
c, b, d, m, i, s, i, g, g
c, c, a, r, l, p, e, s, j
c, b, c, j, i, p, g, j, r
b, a, c, m, i, r, s, q, e
a, a, b, i, e, l, p, q, h
a, a, b, f, g, m, g, j, r
d, d, d, f, g, l, g, j, f
d, a, a, i, f, l, m, m, g
b, a, c, l, j, r, s, q, u
a, c, a, i, e, l, e, s, j
c, a, a, m, t, q, e, l, i
c, b, b, i, e, l, s, t, i
c, b, b, i, e, l, e, t, t
c, c, d, i, e, m, s, t, h
a, a, a, m, i, r, h, k, r
c, a, a, m, t, q, u, s, j
d, c, d, m, t, q, s, t, h
c, d, c, t, e, u, g, m, s
a, a, b, j, q, j, e, k, m
d, a, d, h, h, t, g, j, f
a, c, c, e, o, i, s, q, u
c, b, c, l, u, l, f, j, r
c, a, a, m, t, q, e, s, j
a, c, b, e, o, i, f, t, t
c, a, a, m, t, q, e, t, j
d, d, a, e, t, l, e, l, i
c, a, d, s, e, u, g, m, t
a, c, b, e, o, i, f, t, t
d, c, d, h, r, k, h, h, j
c, d, d, t, e, u, g, l, s
c, c, a, k, p, h, g, i, f
b, a, c, o, g, t, s, q, u
c, a, a, l, t, q, e, l, i
d, d, a, e, t, l, e, l, i
b, c, a, r, l, p, s, s, h
c, b, a, i, e, l, s, t, h
c, c, a, k, p, h, p, q, h
d, a, a, m, t, q, e, s, j
c, a, a, h, e, l, s, t, h
d, a, d, i, h, t, g, j, f
d, a, a, j, e, l, m, m, g
c, b, c, l, u, l, g, j, r
c, d, c, q, t, q, g, l, s
a, a, a, j, q, j, e, k, m
a, c, b, e, o, i, f, t, t
a, a, a, j, q, j, g, j, r
c, a, a, m, t, q, e, s, j
c, d, c, t, e, u, g, l, s
c, a, d, l, t, m, f, j, f
c, d, c, q, t, q, g, l, s
a, a, a, j, q, j, g, j, q
c, b, d, l, u, l, i, f, g
a, d, a, i, q, j, g, j, r
d, d, a, e, t, l, e, l, j
d, c, c, m, h, r, r, m, o
c, a, a, m, t, q, e, l, i
c, a, a, i, e, l, s, t, h
d, a, a, i, e, l, m, m, g
d, b, c, j, i, q, m, m, f
b, c, a, e, o, i, u, j, u
d, d, b, i, e, l, m, m, g
a, b, b, i, e, l, g, i, r
c, c, a, r, l, p, e, s, j
d, a, d, l, u, l, g, j, f
b, c, a, r, l, p, s, s, h
c, b, a, k, p, h, p, q, h
b, c, a, r, l, p, e, s, j
d, b, d, h, r, k, h, h, j
a, c, b, e, o, i, s, q, u
d, d, c, q, t, q, g, l, s
c, c, a, j, p, h, p, q, h
c, b, c, p, o, u, p, q, h
c, b, a, i, e, l, s, u, i
c, d, c, p, t, p, g, l, s
c, b, c, l, u, l, q, q, h
c, b, a, i, e, l, s, t, h
a, c, b, e, o, h, s, q, u
c, a, d, m, i, r, i, f, g
d, d, a, e, t, l, e, l, i
d, c, d, m, t, q, s, t, h
b, a, a, i, q, j, u, k, m
a, a, b, i, e, l, h, j, r
d, a, a, j, q, j, e, k, m
a, c, b, e, p, i, f, u, t
c, a, a, m, t, q, f, l, i
c, b, d, m, i, r, i, f, g
c, d, c, t, u, e, g, l, s
d, b, d, p, o, u, r, o, o
c, b, b, t, e, u, f, s, t
c, a, a, m, t, q, e, l, i
a, d, b, e, o, i, f, t, t
c, d, c, q, t, q, g, l, s
d, a, d, l, u, l, g, j, e
d, a, a, i, e, l, m, m, f
a, c, a, e, o, i, s, r, u
b, d, c, m, i, r, s, r, u
a, b, c, s, l, p, g, j, f
a, c, b, e, o, i, e, t, s
c, b, a, i, e, l, s, t, h
c, b, d, l, u, l, p, k, i
d, b, d, m, i, r, s, t, h
c, c, d, q, o, u, p, q, h
d, a, d, i, h, t, g, j, f
c, b, d, m, j, r, i, f, g
d, a, a, i, e, l, m, m, g
c, b, b, l, t, l, f, t, t
c, b, c, l, u, l, p, q, h
c, d, c, q, t, q, g, m, s
a, c, a, r, l, p, s, r, h
d, d, a, e, t, l, e, l, i
c, b, d, l, u, l, h, f, f
c, b, a, i, e, l, s, t, h
a, a, b, i, e, l, p, q, h
b, b, b, t, e, u, f, t, u
c, d, b, q, t, q, f, l, s
c, b, a, i, e, l, s, t, h
c, b, b, t, f, t, e, t, t
c, b, a, j, e, l, s, t, h
a, c, b, e, o, i, s, q, u
d, c, d, o, t, q, h, h, j
d, a, d, l, u, l, g, j, f
a, c, b, e, o, i, s, p, e
d, b, a, i, e, l, m, m, g
c, d, c, q, t, q, g, m, s
d, b, c, q, o, u, m, m, g
b, c, d, r, l, p, e, s, j
d, d, a, f, t, l, e, l, i
c, a, a, m, t, q, e, l, i
c, a, a, m, t, q, e, l, i
d, c, d, m, t, q, s, t, h
c, b, b, l, u, l, f, t, t
c, c, d, o, i, r, i, f, g
d, c, b, j, p, h, e, l, i
a, c, a, j, e, l, e, s, j
c, b, d, l, t, l, i, f, g
a, a, c, o, g, t, s, q, u
c, b, c, l, u, l, i, f, g
b, c, a, h, e, l, u, i, u
c, b, b, i, e, l, s, t, h
a, b, c, r, l, p, g, i, j
d, d, d, k, p, h, e, l, i
b, b, a, i, e, l, e, s, i
b, c, a, h, e, l, e, s, j
a, b, c, r, m, q, h, h, j
b, c, b, e, o, i, t, q, e
c, c, a, f, o, i, e, s, j
d, a, d, i, h, t, g, j, f
b, a, b, f, g, m, h, j, r
b, d, a, r, l, p, e, s, j
b, c, a, r, l, p, e, s, j
c, d, b, q, t, q, g, l, s
b, c, a, r, l, p, e, s, j
b, a, b, m, i, s, s, r, u
c, d, c, q, u, q, g, l, s
c, d, c, q, t, p, g, l, s
c, d, c, p, t, q, g, l, s
a, a, a, j, q, j, e, k, m
a, b, c, r, l, p, h, h, j
c, d, c, q, s, q, g, l, s
b, a, c, o, g, t, p, k, i
d, b, c, r, k, p, g, j, e
d, c, d, m, t, q, r, t, h
d, c, d, m, t, q, h, h, j
c, a, b, i, e, l, f, t, t
b, a, b, o, g, t, o, k, j
b, c, a, r, l, p, s, s, h
c, c, c, q, t, q, h, l, s
c, b, a, i, e, l, s, t, i
b, a, b, f, g, m, g, j, r
b, a, c, m, i, r, r, q, u
c, a, a, m, t, q, e, s, j
c, d, c, q, t, q, g, l, t
d, b, c, m, i, r, r, m, o
a, a, b, j, q, j, g, j, r
c, d, c, q, t, q, g, l, s
b, d, c, t, e, u, g, l, s
a, c, b, e, o, i, s, q, u
d, c, d, h, s, k, h, h, j
b, a, c, j, r, j, s, q, u
a, a, a, j, q, j, g, i, r
c, b, c, t, e, u, f, t, t
c, b, d, l, u, l, h, f, g
