% continuousInputs: false
% addNoisyInputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% numOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputs = 3
% numOutputVectors = 20
@RELATION 'synthetic_data: -c -3 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE class1 {e, f, g, h}
@ATTRIBUTE class2 {e, f, g, h}
@ATTRIBUTE class3 {e, f, g, h}
@DATA
a, c, c, h, g, h
b, b, d, g, f, f
c, d, b, g, h, f
d, a, d, h, f, g
d, b, a, g, e, f
d, c, b, g, e, f
b, b, a, g, e, f
b, d, d, h, g, g
d, b, a, f, e, f
c, a, d, g, h, g
a, d, c, e, h, h
b, d, d, h, f, g
a, b, c, g, e, g
a, c, a, h, e, f
d, b, a, g, e, g
a, b, c, g, e, g
c, d, c, h, f, g
b, d, c, e, h, h
d, b, a, g, e, f
a, c, d, h, e, f
a, a, c, g, e, f
a, d, c, e, h, h
d, b, a, g, e, f
c, a, b, e, f, h
d, b, a, h, e, f
c, d, b, e, g, h
c, d, c, h, e, h
d, b, a, g, e, g
b, b, c, g, e, g
c, b, d, h, f, g
d, c, d, h, e, f
b, d, d, h, f, f
a, c, c, h, e, f
d, b, a, g, e, f
a, b, d, g, e, g
b, d, b, g, e, f
a, d, c, e, h, h
b, d, b, g, e, f
d, c, b, e, h, h
d, b, a, f, e, f
a, b, c, h, g, h
a, c, d, e, e, g
a, c, a, h, e, f
a, d, c, e, h, h
c, a, b, h, h, g
a, c, d, h, e, f
d, c, b, e, h, h
a, d, b, h, e, h
d, a, d, h, f, g
d, d, c, e, h, e
c, b, a, g, e, f
b, b, d, f, f, f
c, a, d, g, h, g
c, d, c, g, e, g
d, a, d, h, f, g
a, d, c, h, h, h
d, d, b, f, e, f
d, d, b, g, e, f
a, d, b, e, h, h
d, d, b, g, e, f
a, d, c, h, h, h
c, a, c, h, e, g
a, a, c, g, e, f
c, c, b, h, g, h
a, b, c, h, f, h
d, d, b, g, e, f
a, a, c, g, h, f
b, c, d, g, h, f
d, b, a, g, e, f
d, b, a, g, e, f
b, c, d, h, f, g
d, d, b, g, e, g
b, a, d, h, f, g
a, c, c, h, h, h
a, c, d, g, e, f
d, d, b, g, e, f
b, d, d, h, f, g
c, b, d, h, f, g
d, a, a, g, e, e
a, a, b, g, e, f
c, a, b, e, f, h
b, c, d, g, e, f
b, b, b, g, h, f
c, b, d, g, e, e
c, a, b, h, h, g
c, c, b, h, g, h
b, b, c, g, h, f
b, c, d, h, e, e
b, b, d, g, e, f
a, d, c, e, h, h
b, c, b, f, f, h
a, a, c, g, e, f
b, d, b, g, e, f
b, d, d, h, g, g
d, d, b, h, e, h
d, d, b, g, e, f
a, d, c, h, h, h
d, a, d, h, f, g
c, a, d, h, e, f
c, a, d, h, e, f
a, d, d, h, g, h
d, b, a, f, e, f
b, b, a, h, f, g
a, c, a, h, e, f
b, d, d, h, f, g
c, b, d, f, f, f
b, b, d, g, e, f
a, d, c, h, f, h
d, d, b, g, e, f
d, b, a, g, e, f
a, d, c, f, h, h
d, d, b, g, e, e
c, a, d, h, e, f
a, b, c, h, g, h
d, d, b, g, h, f
c, c, b, e, f, h
a, b, b, g, e, g
c, a, b, e, f, g
a, b, c, g, e, g
c, a, b, e, f, h
b, d, d, h, f, f
d, b, a, g, e, f
b, d, d, e, h, g
c, c, b, h, g, e
b, b, a, g, e, f
a, c, d, h, e, f
b, b, d, h, f, f
a, d, c, e, h, h
b, c, b, g, e, f
a, c, d, h, e, f
b, c, d, e, e, f
a, a, c, g, e, f
c, a, b, h, e, g
c, b, d, f, f, g
c, a, d, g, h, g
c, c, b, h, g, h
a, d, c, h, h, g
b, d, b, g, e, f
d, d, d, h, g, g
a, c, d, h, e, f
c, d, b, e, f, h
b, b, d, g, e, f
c, a, d, g, g, g
c, c, d, h, f, g
c, d, c, g, e, g
c, b, d, f, f, g
b, b, c, f, f, g
b, b, d, g, e, f
c, b, b, h, g, h
d, c, d, h, e, f
c, b, d, g, e, e
a, d, c, e, h, e
a, a, c, g, e, h
d, c, c, e, h, h
c, a, b, e, f, h
a, d, c, e, h, h
b, c, d, h, f, g
c, c, b, e, f, h
d, b, c, g, e, f
d, b, a, g, e, f
c, d, c, g, e, g
b, c, d, h, e, f
d, a, d, h, f, g
a, c, b, e, h, h
d, b, a, g, e, f
a, b, d, h, f, g
b, d, d, h, f, g
d, a, d, h, f, g
a, c, d, h, e, f
a, c, c, h, h, h
d, c, b, e, h, h
a, c, d, h, e, f
b, c, b, g, e, f
a, c, d, g, e, f
c, d, c, g, e, g
d, b, a, g, e, f
d, d, a, g, f, f
a, d, c, h, h, h
a, c, c, e, h, h
c, d, c, g, e, g
b, b, a, h, e, f
c, a, c, g, e, g
b, d, c, h, f, g
a, d, c, e, h, h
b, b, a, h, e, f
c, a, d, g, e, g
c, c, b, h, g, h
c, d, c, e, f, g
d, a, d, h, f, h
d, b, a, g, e, f
a, c, d, h, e, f
c, a, b, h, h, g
a, d, c, h, h, h
c, a, b, e, f, h
d, b, a, g, e, f
a, d, c, e, h, h
c, b, d, f, e, e
c, d, c, h, f, f
d, c, b, e, h, e
b, b, d, g, e, f
a, d, d, h, e, g
b, d, b, g, e, f
a, a, c, g, e, f
a, d, c, e, h, h
b, d, d, h, f, g
b, d, d, h, f, h
b, d, b, g, e, f
b, d, b, g, h, g
d, b, a, g, e, e
b, a, b, f, f, f
b, d, d, h, f, g
b, d, a, h, f, g
c, c, b, h, g, h
d, b, a, h, e, f
a, d, c, e, h, h
c, c, b, h, g, h
d, c, b, e, h, h
d, d, b, g, e, f
c, b, a, f, g, g
c, c, b, h, g, e
d, d, b, g, e, e
b, b, a, f, f, g
d, a, b, e, f, h
d, b, a, g, e, f
b, b, d, g, e, f
a, d, c, e, e, h
b, d, b, g, h, f
a, d, c, e, h, h
b, d, b, g, e, f
b, d, d, h, f, h
a, d, c, e, h, h
d, b, a, g, e, f
c, d, c, g, e, h
c, a, d, g, h, g
a, a, c, g, e, f
a, c, d, h, e, f
a, b, d, h, e, g
c, c, b, h, g, h
a, b, c, h, g, h
c, b, a, f, f, f
b, b, a, h, e, f
b, d, c, g, e, f
a, d, c, e, e, h
a, d, b, g, e, f
b, b, d, f, f, g
d, d, b, g, e, f
c, d, c, g, e, g
d, a, d, h, f, g
b, d, b, g, e, f
a, d, c, e, e, h
b, d, d, h, f, g
b, b, b, g, e, g
c, d, c, g, e, g
a, a, c, g, e, f
d, b, a, h, e, f
c, a, b, h, h, g
b, d, d, h, f, g
a, d, c, e, e, h
d, b, a, g, e, f
a, b, c, h, e, f
c, c, d, f, f, g
b, d, b, g, e, f
c, a, b, h, h, g
d, a, d, h, f, h
a, a, d, g, f, f
b, d, b, g, e, f
a, c, c, g, g, h
b, b, d, f, f, g
c, c, b, h, g, h
b, b, c, h, g, e
a, d, c, e, h, h
a, c, a, h, e, f
b, c, d, h, e, f
c, a, d, g, h, f
a, a, d, h, f, g
c, c, b, h, g, h
d, b, d, h, f, g
c, b, d, h, f, g
b, b, d, g, e, f
b, b, d, f, f, g
a, c, d, h, e, f
a, d, d, f, h, h
a, c, d, h, e, f
c, a, d, g, h, g
b, c, d, f, e, f
a, a, b, g, f, f
c, c, b, h, g, h
c, c, b, h, h, h
a, c, d, h, e, f
a, b, c, h, g, h
a, b, c, h, g, h
b, b, d, g, e, f
d, d, c, g, e, f
d, c, b, e, h, h
d, d, b, g, e, f
a, d, c, g, h, h
d, b, b, g, f, g
b, d, d, e, h, g
a, a, c, g, h, f
b, d, d, e, h, g
c, a, b, e, f, h
c, c, b, g, e, f
b, b, d, g, e, f
b, d, d, h, f, g
d, b, a, g, h, f
c, a, b, e, f, h
a, c, d, h, e, f
a, c, d, h, e, f
d, b, a, g, e, f
a, c, d, g, e, e
a, a, c, g, e, f
a, c, d, h, e, f
a, c, d, h, e, f
c, a, d, g, g, g
b, b, a, g, e, f
b, a, d, h, e, f
b, a, a, g, e, f
b, c, d, h, e, f
a, d, c, e, h, h
c, a, d, g, h, f
c, b, d, g, e, e
c, a, c, h, f, g
a, c, d, h, e, f
a, d, b, e, h, h
d, b, a, g, e, f
c, b, b, h, g, h
d, d, b, g, e, f
d, b, a, g, e, f
c, c, b, g, g, h
c, b, b, e, e, h
c, a, b, e, h, g
a, d, c, h, h, h
a, c, d, h, e, f
c, a, d, h, f, g
c, b, d, h, f, g
a, c, c, e, h, h
b, d, d, h, f, g
c, d, c, h, f, g
c, a, d, g, h, g
b, d, b, g, e, f
b, b, a, h, e, g
a, c, a, h, e, f
c, c, a, g, e, e
b, d, d, h, f, h
b, b, a, h, f, g
c, a, d, h, f, f
a, d, c, h, h, h
b, b, d, g, e, f
d, a, a, g, e, f
d, b, d, h, g, h
c, b, d, g, e, e
b, c, b, h, g, h
a, b, c, h, g, h
a, c, d, h, e, f
c, a, b, e, f, h
c, d, b, h, f, g
d, b, a, g, e, f
d, b, d, g, e, e
c, d, c, h, e, g
d, c, a, g, e, f
d, a, d, h, f, g
c, a, b, h, f, h
a, d, c, h, h, h
d, a, b, g, e, f
c, a, b, e, f, h
a, c, b, e, h, h
d, b, a, g, f, f
b, c, d, h, f, g
b, b, a, g, e, f
b, b, c, g, e, f
a, b, c, h, g, h
c, b, d, g, e, e
c, b, d, h, f, g
b, d, d, h, f, g
d, b, a, g, e, f
b, d, c, h, f, g
b, b, d, g, f, g
a, a, c, g, e, f
c, a, d, g, h, h
c, b, d, h, f, g
a, b, c, h, g, h
b, a, c, f, e, f
c, a, b, h, h, g
a, d, c, e, h, h
d, a, d, h, e, f
a, c, c, h, e, f
b, b, d, g, e, f
d, c, b, e, h, h
c, d, c, g, e, g
c, a, d, g, h, g
c, a, d, f, h, g
c, a, d, g, h, g
c, a, b, e, g, h
c, b, d, g, e, e
d, c, b, e, h, h
b, b, a, h, e, f
d, d, b, g, e, e
a, a, b, h, e, f
d, c, b, e, h, h
d, b, a, g, h, f
a, c, d, h, e, f
a, c, d, h, e, f
a, c, d, h, h, f
d, b, a, g, e, f
d, c, b, f, h, h
d, b, a, g, e, f
b, b, a, h, e, f
b, d, d, h, f, h
c, a, b, g, e, g
c, c, b, h, g, h
c, a, a, g, e, f
d, b, a, g, e, f
a, b, c, h, g, h
d, d, b, g, e, f
a, a, c, e, h, h
c, a, b, h, h, g
a, d, c, h, h, h
d, a, d, h, f, g
a, b, c, g, g, h
c, b, d, f, f, g
d, c, b, e, h, h
a, c, c, e, e, h
d, a, d, g, h, g
b, c, d, h, e, g
d, b, a, h, e, f
d, d, b, g, e, f
b, b, a, g, e, f
c, b, d, g, e, f
b, d, a, e, h, g
c, a, d, h, e, f
d, c, b, e, h, h
c, d, c, h, f, g
c, b, d, e, e, g
a, b, c, g, e, g
d, b, a, g, e, f
d, c, b, e, h, h
c, b, b, e, f, h
c, c, b, e, f, g
a, b, c, g, e, f
a, a, c, g, e, f
b, b, a, h, e, f
d, a, d, h, h, g
b, b, c, f, e, g
b, d, d, h, f, g
d, b, a, g, e, f
b, d, d, h, f, g
a, c, c, h, e, f
d, a, d, h, f, h
a, d, c, h, h, h
c, a, c, h, g, g
c, d, b, h, e, f
b, d, b, f, e, f
d, d, b, g, e, f
c, d, c, h, f, g
d, b, a, h, e, f
a, c, d, h, e, f
c, b, d, g, e, h
d, d, b, g, e, f
c, c, b, g, g, h
c, a, b, e, f, h
d, d, b, g, e, e
d, a, d, h, f, g
d, d, b, g, e, f
a, c, d, h, e, f
a, d, c, e, h, h
a, c, d, g, e, f
a, d, b, e, h, h
d, c, b, e, h, h
a, c, d, h, e, f
d, b, a, g, e, f
d, c, b, e, h, h
c, a, b, e, h, f
c, a, d, g, g, g
c, a, b, h, f, h
a, d, c, g, e, f
a, c, d, h, e, f
a, b, a, g, e, f
c, b, a, g, e, f
a, c, d, h, e, f
a, a, c, g, e, f
d, b, a, g, e, f
a, b, c, h, e, f
c, a, a, h, e, f
c, c, a, h, g, e
d, d, a, h, e, f
d, c, b, e, h, h
a, d, c, h, h, h
d, c, b, e, h, h
d, d, b, g, e, f
d, a, d, h, f, g
c, d, c, h, f, g
b, b, d, g, e, f
d, c, a, g, e, f
c, b, d, e, f, g
a, b, c, g, e, g
d, b, a, g, e, f
c, b, d, h, f, g
d, a, d, h, f, g
c, a, d, h, e, f
c, a, a, e, g, h
a, d, c, e, h, h
b, d, d, g, f, g
d, a, d, h, f, g
c, d, b, g, e, f
c, b, d, h, f, h
c, c, a, h, g, h
a, d, c, e, h, h
a, d, d, e, h, h
a, b, d, h, g, g
b, d, c, h, f, g
d, c, b, e, h, h
b, d, b, g, e, f
c, d, c, g, e, g
d, a, d, h, f, g
a, b, d, h, e, f
a, b, c, g, e, f
b, b, a, h, e, e
c, b, c, g, f, e
d, c, b, h, f, h
a, d, d, h, h, h
c, a, b, e, f, h
a, a, b, g, e, f
a, d, c, g, g, e
c, a, d, g, h, g
b, d, b, g, f, f
b, d, b, g, e, f
a, c, d, g, e, f
d, b, d, h, f, h
b, d, b, g, e, f
d, b, a, g, e, f
d, d, c, h, f, f
d, a, d, g, f, g
c, c, c, h, f, g
c, a, b, h, f, h
b, b, c, g, e, f
a, b, a, g, e, f
d, b, a, g, e, f
d, c, b, e, h, h
d, a, d, h, g, g
a, d, c, e, h, h
c, c, b, g, f, h
c, b, b, h, g, h
d, c, b, e, h, h
b, b, a, h, f, f
b, b, a, g, e, f
d, c, c, e, h, h
c, d, c, g, e, g
d, d, d, h, g, g
d, d, b, g, e, f
d, b, a, h, e, f
a, b, c, g, e, g
c, d, b, h, e, f
c, a, b, h, h, g
d, d, b, g, e, e
c, a, d, h, e, f
a, d, c, g, h, e
d, a, d, h, f, g
d, b, a, g, e, f
a, b, c, h, g, h
c, c, b, e, f, h
a, b, c, e, g, h
b, d, b, g, e, f
c, c, d, e, f, g
b, c, a, h, f, g
b, d, d, h, f, g
a, d, c, e, h, h
b, b, a, f, f, g
a, a, a, g, g, g
a, d, d, e, g, g
d, a, d, h, f, g
b, b, a, h, e, f
c, a, b, h, f, e
b, b, a, h, f, g
b, c, a, h, e, e
d, b, a, g, e, f
d, d, b, g, e, e
b, d, d, h, f, g
a, a, c, e, h, h
c, b, d, f, e, g
c, a, b, e, f, e
c, b, d, h, f, f
d, b, a, g, e, f
b, d, d, h, f, g
a, c, d, h, e, e
a, a, c, g, e, g
b, d, d, h, f, g
c, b, d, f, f, g
d, a, d, e, f, g
c, b, b, g, h, g
c, d, c, g, e, g
a, c, d, h, e, f
b, b, d, h, e, g
a, d, c, g, e, f
b, d, d, h, f, g
d, a, d, h, f, g
c, c, b, h, g, h
b, c, b, g, e, f
c, d, d, g, h, g
c, c, b, g, e, f
c, d, c, g, e, g
d, b, a, g, e, f
d, b, a, g, e, f
b, a, a, g, e, f
a, c, d, h, e, f
c, a, b, e, f, h
b, b, a, h, e, e
a, c, d, h, e, g
d, c, b, e, h, h
c, c, b, h, g, e
b, c, b, e, g, h
d, d, b, g, e, f
c, c, b, h, g, h
b, d, d, h, f, g
c, c, b, h, g, h
c, a, b, f, f, h
a, d, c, e, h, h
b, b, c, e, f, g
d, c, a, e, h, h
c, a, d, h, f, g
c, d, b, g, e, f
d, b, a, g, e, f
c, c, b, e, f, e
a, d, d, e, h, h
a, c, d, h, e, f
b, c, d, h, e, f
b, a, a, g, e, e
a, c, c, g, e, g
c, b, d, f, f, g
c, b, d, h, f, g
c, a, a, h, h, g
d, b, a, h, e, g
c, a, b, f, f, h
a, d, b, e, h, h
b, d, b, g, e, f
d, b, a, g, e, f
b, d, d, h, f, g
a, c, d, h, e, f
c, d, b, h, g, g
d, b, a, g, e, f
c, a, b, h, h, g
d, c, b, e, h, h
c, a, b, e, f, h
b, d, b, g, e, f
b, d, b, g, e, f
d, a, a, g, e, f
a, a, c, g, e, f
d, b, a, g, e, f
a, b, c, h, g, h
d, a, d, h, f, g
a, a, c, h, e, f
c, b, d, h, f, g
c, b, d, g, h, g
d, d, b, g, e, e
d, a, d, h, f, g
c, c, b, e, f, h
b, b, a, h, f, g
c, a, d, g, h, g
a, d, c, e, h, h
c, b, d, g, e, e
b, d, b, g, e, f
a, b, c, h, g, h
c, d, b, h, h, h
d, d, b, g, e, f
a, d, c, h, g, h
a, d, c, h, h, h
a, d, c, e, h, h
a, c, d, h, e, f
c, b, b, h, g, h
d, a, d, e, h, g
a, a, c, g, e, f
d, d, b, g, h, g
b, d, b, g, e, f
a, d, c, e, h, h
a, c, d, h, e, f
d, a, d, e, h, g
a, d, d, h, e, f
d, d, b, g, e, f
d, c, b, e, g, h
b, b, a, h, e, f
b, a, a, h, f, g
c, c, b, h, g, h
a, b, d, h, e, g
d, c, b, e, g, e
c, b, a, g, e, f
d, b, a, g, e, f
d, b, d, g, h, f
a, d, a, h, e, f
d, c, d, h, e, f
a, a, c, g, e, f
d, b, a, g, e, f
a, b, c, g, e, g
b, d, c, e, h, h
d, b, d, g, e, e
d, c, b, e, g, e
a, b, c, g, e, f
b, d, b, g, e, f
c, a, b, h, h, g
d, c, b, e, h, h
c, c, b, h, g, h
a, a, c, g, e, f
d, d, b, g, e, f
c, b, d, h, f, g
c, b, a, g, e, g
b, d, b, g, e, e
c, a, d, h, e, f
b, b, a, h, e, f
d, b, a, g, e, f
d, c, b, e, h, h
c, a, b, e, f, h
b, b, d, g, e, f
b, d, d, h, e, g
a, d, b, g, e, f
b, b, d, f, f, g
d, c, c, h, f, g
a, c, d, h, h, f
c, a, d, g, h, g
b, d, d, e, h, h
c, d, c, h, f, g
a, a, c, g, e, f
b, c, d, f, f, g
a, a, c, h, g, h
a, d, c, h, g, h
a, d, c, e, h, h
c, c, b, h, h, h
b, a, d, f, f, g
c, b, d, g, e, e
a, b, c, h, g, h
a, b, c, h, g, h
b, b, d, f, e, f
d, b, b, e, h, g
a, d, b, e, h, h
a, a, c, h, g, h
c, c, a, h, g, h
d, d, b, g, e, f
c, d, d, h, f, g
c, b, a, h, e, f
d, b, a, g, e, f
a, b, c, h, f, h
c, d, c, g, e, f
c, a, d, h, e, f
a, d, c, h, e, h
d, b, a, g, e, f
c, d, c, g, f, g
c, a, d, g, h, g
b, a, d, h, f, g
d, a, d, g, f, g
d, d, b, g, h, f
a, a, c, g, e, f
b, c, d, g, f, g
d, c, b, e, h, h
b, a, d, h, f, g
c, a, c, h, e, g
c, a, b, e, f, h
c, b, d, f, h, g
c, b, a, g, h, e
d, b, a, g, e, g
c, a, d, g, h, g
b, d, c, h, f, h
a, c, d, h, e, g
a, a, c, g, e, f
b, b, b, h, f, g
c, d, c, g, e, g
c, b, c, g, e, e
d, c, b, e, h, h
a, a, c, g, e, f
c, d, c, g, e, f
c, d, b, g, e, f
a, d, c, e, e, h
d, a, d, h, g, g
b, d, d, g, f, h
d, b, d, f, f, g
c, b, d, g, e, e
a, d, d, h, e, f
c, d, b, e, h, h
a, c, d, h, e, f
c, a, c, h, e, f
c, b, a, g, e, f
d, a, d, h, f, g
c, c, b, e, g, h
c, d, c, g, e, g
a, b, c, g, e, g
c, d, c, g, e, g
b, d, b, g, e, f
d, a, d, g, h, g
c, b, d, f, f, g
d, a, d, h, f, g
d, c, b, f, g, h
b, c, a, h, e, f
d, b, a, g, e, e
b, a, d, h, f, g
d, b, a, g, e, f
c, a, b, e, f, h
b, d, d, h, f, g
d, a, d, h, f, g
d, b, a, g, f, f
d, a, d, h, f, g
c, d, c, g, e, g
b, b, d, g, e, f
d, b, a, g, e, f
d, b, a, h, e, f
d, d, c, e, h, h
d, d, b, g, e, e
b, d, c, g, e, f
a, c, a, h, e, f
c, a, d, g, h, g
d, d, c, h, h, h
c, d, c, h, f, g
a, c, d, h, e, f
a, b, c, g, g, h
d, c, d, h, e, f
d, a, d, e, h, g
a, d, c, h, h, h
c, a, d, g, h, g
a, c, d, h, e, f
a, d, c, g, e, f
b, b, a, h, f, g
d, a, d, h, f, g
b, b, a, g, f, f
b, d, d, h, f, g
b, b, a, h, e, f
b, d, c, e, h, h
a, c, a, h, e, f
a, c, d, h, e, f
a, d, c, h, h, h
d, b, a, g, e, f
c, d, c, g, e, g
b, a, d, f, f, g
d, b, a, h, e, f
d, a, c, g, f, f
c, b, d, f, f, g
c, b, d, g, e, e
c, d, b, h, e, f
b, d, b, g, e, f
a, d, c, g, e, f
d, a, d, e, f, g
d, d, b, g, e, f
c, d, c, g, e, g
d, b, a, g, e, f
a, b, a, g, e, f
a, c, d, h, e, f
c, d, c, g, e, g
b, d, b, g, e, f
d, c, b, e, h, g
a, a, c, g, e, f
c, d, c, h, f, g
a, d, c, e, h, h
b, d, c, e, h, h
d, b, a, g, e, f
a, d, c, h, g, h
a, d, c, e, h, h
a, d, b, g, h, f
c, c, d, g, e, e
d, a, d, h, f, g
b, d, b, g, f, f
a, c, d, h, e, f
d, b, a, g, e, f
b, a, a, h, e, f
d, d, b, g, e, f
c, b, b, e, f, h
a, d, c, e, h, h
c, b, d, f, f, g
b, d, c, g, h, g
c, d, c, h, f, f
c, d, c, f, e, g
b, d, b, g, e, f
b, c, a, h, e, f
b, a, b, g, e, g
d, c, c, e, h, h
d, b, a, g, e, f
a, b, c, g, e, g
c, c, b, h, g, h
d, b, a, g, e, f
c, c, b, h, g, h
a, a, b, g, e, f
a, b, a, g, e, f
c, a, d, g, h, g
c, a, b, f, f, h
b, c, b, g, e, f
a, d, d, h, e, g
d, b, a, g, e, g
d, c, b, f, h, h
c, c, b, h, g, h
a, b, c, h, g, h
b, b, d, g, e, e
a, b, c, g, e, h
c, d, c, g, e, g
a, b, c, g, e, g
c, a, c, h, g, g
d, b, d, g, e, f
b, d, d, h, f, g
a, a, c, g, e, f
d, a, d, h, f, g
a, d, c, h, h, h
a, c, d, h, e, f
b, d, d, h, f, g
d, a, b, g, e, f
d, a, c, g, e, f
d, b, b, e, h, h
c, b, d, g, e, e
c, c, b, h, g, h
b, d, b, g, e, g
b, d, c, e, h, h
d, b, a, h, e, f
c, d, d, g, h, g
c, c, b, e, f, h
c, d, d, g, h, g
b, d, d, h, f, g
d, d, c, h, h, h
c, a, d, h, e, f
a, d, c, h, h, h
b, d, d, h, f, g
c, a, b, e, f, h
a, b, c, g, e, h
c, c, b, h, g, h
c, c, b, h, h, h
c, a, c, e, f, h
b, b, a, h, e, f
c, c, b, h, g, h
a, a, b, g, e, f
a, b, c, g, e, g
c, c, b, h, g, h
d, b, a, g, e, f
c, b, d, h, e, f
c, c, b, h, g, h
c, b, d, f, g, g
c, d, b, g, e, f
a, c, c, e, h, h
d, d, c, g, h, g
c, b, d, h, f, g
b, b, d, f, f, f
c, c, c, h, g, h
d, b, a, g, e, f
a, a, c, g, e, f
a, b, c, g, e, g
c, c, b, e, g, h
b, c, a, h, e, f
a, d, c, e, h, h
d, a, d, h, f, g
a, d, c, h, h, h
c, a, d, f, f, g
a, d, c, h, g, e
a, c, c, h, g, h
c, b, d, g, e, e
b, b, d, g, f, e
d, b, a, g, f, f
b, b, a, h, f, f
a, d, c, h, g, h
a, d, c, h, e, h
d, b, a, f, e, f
b, d, c, e, h, h
b, b, d, f, f, g
a, c, d, h, e, f
a, c, d, h, e, f
c, a, d, g, h, g
b, b, d, g, e, f
a, d, c, e, h, h
d, b, a, f, f, g
a, c, c, h, e, f
a, c, d, g, e, f
d, a, d, h, f, g
a, a, c, g, e, f
a, d, c, h, h, h
c, c, b, e, g, h
c, a, d, h, e, f
b, b, d, g, e, f
c, d, c, h, e, g
b, b, c, g, e, g
a, c, c, e, f, h
a, d, d, e, e, g
a, c, d, g, e, f
b, b, a, h, e, e
a, a, d, g, e, f
b, d, d, h, f, g
d, d, b, g, f, f
b, b, a, h, f, f
a, a, c, e, g, h
d, b, d, f, f, g
d, d, c, g, e, f
a, b, c, g, e, g
a, a, c, g, e, f
b, b, d, f, f, g
d, d, b, g, e, f
c, a, c, h, h, g
a, c, d, h, e, f
d, b, a, g, e, f
a, a, c, g, e, f
c, d, c, h, f, h
c, b, d, f, f, g
a, c, a, h, e, f
d, b, a, g, h, f
d, a, d, g, f, g
d, a, d, h, f, g
b, b, a, g, e, f
d, b, a, g, f, f
a, b, a, g, e, e
a, c, d, g, e, g
a, b, c, g, h, f
b, d, d, h, f, g
c, b, b, h, h, g
c, c, b, h, g, h
c, a, d, g, h, g
b, d, b, g, e, f
b, d, c, g, e, e
a, c, d, h, e, f
c, b, a, h, e, f
a, d, c, h, g, h
a, b, c, g, g, h
d, c, b, e, h, h
d, b, a, g, e, f
d, a, a, h, f, g
c, a, d, g, g, g
a, c, d, h, e, f
d, c, b, e, h, g
a, d, c, h, h, h
a, c, d, e, e, f
d, c, b, e, h, h
d, d, d, h, f, g
c, b, a, g, e, f
d, a, d, h, f, g
a, b, b, g, e, f
d, d, d, h, e, g
b, d, b, g, e, f
b, d, b, g, e, f
c, a, b, g, h, g
d, a, d, g, h, g
b, d, b, g, e, f
d, c, a, g, e, f
b, c, d, g, e, f
b, b, d, h, e, f
d, a, d, h, f, g
b, d, c, g, e, f
c, d, c, g, e, g
b, d, b, g, e, f
b, d, d, h, f, f
d, b, a, g, h, f
a, a, c, g, e, e
d, c, b, e, h, h
b, d, d, e, h, g
d, d, b, g, e, f
a, c, d, e, h, h
c, b, d, g, f, g
a, c, d, h, e, f
c, b, d, g, e, e
b, c, b, g, e, f
b, a, c, e, e, h
d, d, b, g, e, f
a, a, d, g, e, f
b, d, b, h, e, f
d, a, d, h, f, g
a, a, c, g, h, f
a, d, c, e, h, h
c, b, a, g, e, f
a, d, c, e, h, h
d, d, b, g, e, f
a, b, c, h, g, h
c, a, d, h, g, g
c, a, c, g, f, g
a, a, b, g, e, f
a, a, c, f, h, f
b, b, d, f, g, g
d, b, a, g, e, f
d, b, a, g, e, f
c, d, c, h, f, g
d, c, a, e, f, h
a, a, c, g, e, f
a, b, d, g, e, f
b, b, a, h, f, g
c, d, c, g, e, g
d, a, d, h, f, g
c, b, d, g, e, e
a, c, d, h, e, f
b, d, c, g, e, g
d, d, c, g, e, f
a, b, c, g, e, f
d, b, a, g, e, f
d, d, b, f, e, f
a, c, d, h, e, f
c, a, a, e, f, h
c, a, d, g, e, f
d, a, c, h, f, g
a, d, c, e, h, g
b, c, a, h, f, h
a, c, d, h, e, f
b, c, d, h, h, f
d, a, d, h, e, h
a, a, b, g, e, g
a, c, d, h, e, f
d, b, b, e, h, h
b, d, b, g, e, f
c, d, c, h, f, g
c, b, d, f, f, g
d, d, b, g, e, f
b, d, b, g, e, f
b, c, b, h, e, f
a, a, c, h, g, h
c, a, d, g, h, g
d, b, a, g, e, f
c, a, d, g, h, g
a, c, b, e, g, h
d, c, b, g, e, e
a, a, c, g, e, f
c, b, d, f, f, g
a, c, d, h, e, f
d, c, b, e, h, h
c, a, d, h, e, f
a, c, d, h, e, f
a, c, d, h, e, f
c, d, d, h, f, g
c, a, d, g, h, g
d, a, d, h, f, f
a, c, d, h, e, f
a, c, d, h, e, f
a, b, b, g, e, f
b, b, a, h, f, g
a, c, d, h, e, f
b, c, d, h, f, g
c, b, d, g, e, e
b, b, b, h, e, f
a, d, c, e, h, g
a, a, c, h, h, h
a, a, c, g, e, f
b, b, d, f, f, g
d, d, c, g, e, f
d, c, b, e, h, g
c, a, d, g, h, g
c, a, b, h, h, g
b, d, a, g, e, f
d, b, a, g, e, f
a, b, c, h, g, h
d, c, a, e, h, h
c, a, b, e, f, h
a, d, c, h, h, h
c, d, d, h, f, g
d, a, c, h, f, g
d, d, b, g, e, f
a, c, d, h, h, f
b, a, c, e, g, g
d, b, a, g, e, f
a, b, a, g, e, g
